 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),62472,57183,45530,37405,43984,53001,60254,49568,41560,34410,32427,48832,45692,61377, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,275,1154,513,312,388,729,675, 
 收到的其他与经营活动有关的现金(万元),1840,341,2118,4604,1077,6341,948,2365,4897,7012,3105,1820,1896,1915, 
 经营活动现金流入小计(万元),64312,57524,47648,42008,45062,59341,61203,52208,47611,41935,35843,51040,48317,63967, 
 购买商品、接受劳务支付的现金(万元),30044,25498,23234,19838,25907,32415,32902,33526,31099,28517,24725,40397,39739,47471, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 支付给职工以及为职工支付的现金(万元),12678,11511,10652,9443,7696,7975,7908,8433,8771,2464,4710,3996,4270,4736, 
 支付的各项税费(万元),3072,4626,3848,2238,2052,4804,5270,4921,2955,1852,1155,1619,1317,1522, 
 支付的其他与经营活动有关的现金(万元),7322,9308,3582,5867,7399,4500,6422,2506,4812,7272,5389,2212,2819,8105, 
 经营活动现金流出小计(万元),53116,50942,41316,37386,43055,49692,52501,49386,47636,40106,35979,48224,48145,61835, 
 经营活动产生的现金流量净额(万元),11195,6581,6331,4622,2007,9649,8702,2822,-25,1829,-136,2816,171,2132, 
 收回投资所收到的现金(万元),--,221330,242500,82470,--,--,--,0,--,0,--,0,--,178, 
 取得投资收益所收到的现金(万元),--,390,292,122,--,--,--,0,--,0,--,4080,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),184,0,1,15,2,16,55,2,3,1,0,2,3,1138, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,4046,15000,--,60,0,--,0,--,0,210,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
 投资活动现金流入小计(万元),184,221720,242793,86653,15002,16,115,2,3,1,0,4082,213,1316, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),17277,16404,8482,7594,8547,8113,3176,1004,31,1871,1058,476,364,630, 
 投资所支付的现金(万元),0,221357,242511,81962,5800,500,--,0,--,0,--,0,--,100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,0, 
