 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),98499,77144,66448,54398,44484,48620,47705,36901,22247,18354, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),110,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1206,830,1645,239,658,1437,495,609,335,75, 
 经营活动现金流入小计(万元),99816,77974,68094,54637,45142,50057,48200,37510,22583,18429, 
 购买商品、接受劳务支付的现金(万元),77246,58707,54231,42622,34475,37526,37449,26672,16386,13316, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8406,6974,5902,4875,4060,3857,3475,2515,1831,1195, 
 支付的各项税费(万元),1411,1817,2262,635,1681,1571,3409,1347,857,668, 
 支付的其他与经营活动有关的现金(万元),1499,878,544,475,585,484,685,750,468,341, 
 经营活动现金流出小计(万元),88561,68376,62938,48608,40803,43438,45017,31283,19542,15520, 
 经营活动产生的现金流量净额(万元),11254,9598,5155,6030,4340,6620,3182,6227,3040,2909, 
 收回投资所收到的现金(万元),--,17000,14000,--,--,--,9000,--,--,--, 
 取得投资收益所收到的现金(万元),--,132,82,--,--,--,45,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,11,10,6,2,8,-3,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,17132,14093,10,6,2,9053,-3,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18170,17851,7228,2248,6444,3531,4686,4443,4107,4652, 
 投资所支付的现金(万元),--,7000,24000,--,--,--,9000,20,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,1830,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18170,24851,31228,2248,6444,3531,15516,4463,4107,4652, 
 投资活动产生的现金流量净额(万元),-18170,-7719,-17135,-2238,-6438,-3529,-6463,-4466,-4107,-4652, 
 吸收投资收到的现金(万元),--,--,21359,--,--,--,--,4000,1170,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),6000,--,--,2000,4000,--,6100,4100,3800,1495, 
 发行债券收到的现金(万元),--,--,--,--,--,6905,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),6000,0,21359,2000,4000,6905,6100,8100,4970,1495, 
 偿还债务支付的现金(万元),--,--,2000,4000,--,6100,4225,4018,2519,210, 
 分配股利、利润或偿付利息所支付的现金(万元),1977,1932,542,717,2846,1330,283,197,107,67, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),85,--,500,41,41,186,332,108,30,--, 
 筹资活动现金流出小计(万元),2062,1932,3042,4757,2886,7616,4839,4322,2656,277, 
 筹资活动产生的现金流量净额(万元),3938,-1932,18317,-2757,1114,-711,1261,3778,2314,1218, 
 汇率变动对现金及现金等价物的影响(万元),-241,-417,372,1,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-3219,-471,6709,1035,-984,2380,-2020,5538,1247,-525, 
 加:期初现金及现金等价物余额(万元),14076,14547,7838,6803,7787,5407,7428,1890,642,1167, 
 期末现金及现金等价物余额(万元),10858,14076,14547,7838,6803,7787,5407,7428,1890,642, 
 净利润(万元),6411,6058,5809,4220,4077,5783,5281,4230,2904,2445, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-120,208,41,306,96,61,19,-7,-9,22, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4362,3407,3031,2732,2259,1824,1584,1199,952,570, 
 无形资产摊销(万元),38,267,422,402,396,403,36,18,13,2, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,12,-5,1,-1,-1,28,23,--, 
 固定资产报废损失(万元),0,1,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1049,986,202,748,754,656,329,245,135,23, 
 投资损失(万元),--,-132,-82,--,--,--,-45,--,--,--, 
 递延所得税资产减少(万元),30,-34,-7,-45,-3,-14,-5,2,2,2, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-2789,711,-4624,-2844,-6213,1875,-2407,-2896,-723,-1515, 
 经营性应收项目的减少(万元),764,-5954,-1022,229,428,-3451,415,-389,-665,236, 
 经营性应付项目的增加(万元),1510,4080,1374,288,2545,-516,-2024,3798,409,1124, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),11254,9598,5155,6030,4340,6620,3182,6227,3040,2909, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),10858,14076,14547,7838,6803,7787,5407,7428,1890,642, 
 现金的期初余额(万元),14076,14547,7838,6803,7787,5407,7428,1890,642,1167, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3219,-471,6709,1035,-984,2380,-2020,5538,1247,-525, 

