 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),129180,201565,163238,158342,134198,111996,103612,99638,97312,68281, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2091,2013,1209,861,658,124,320,550,132,644, 
 收到的其他与经营活动有关的现金(万元),1720,1183,1023,3156,2292,1073,3100,436,1393,449, 
 经营活动现金流入小计(万元),132991,204761,165471,162359,137147,113193,107032,100625,98836,69374, 
 购买商品、接受劳务支付的现金(万元),50883,133317,80669,92070,76069,61936,65128,70309,62035,41683, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),31779,26094,23835,19493,16935,14276,13790,14138,11459,7175, 
 支付的各项税费(万元),10564,13975,11901,13336,11258,6406,5796,5884,5255,3514, 
 支付的其他与经营活动有关的现金(万元),16719,14356,13402,12398,9150,9558,6182,7833,6854,7519, 
 经营活动现金流出小计(万元),109945,187742,129808,137297,113412,92176,90895,98164,85603,59892, 
 经营活动产生的现金流量净额(万元),23046,17019,35663,25062,23736,21017,16136,2461,13233,9482, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,100,21,205, 
 取得投资收益所收到的现金(万元),2318,2228,2566,353,4,2,2,2,2,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),627,753,364,24,181,143,22,414,163,150, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),166601,99334,294617,51000,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),169546,102315,297547,51377,185,146,24,516,186,358, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13473,21096,13862,8993,9606,8148,7544,13115,12686,8615, 
 投资所支付的现金(万元),508,105,--,--,--,--,--,852,1101,10, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),255696,30730,290511,125410,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),269678,51931,304373,134403,9606,8148,7544,13967,13787,8625, 
 投资活动产生的现金流量净额(万元),-100131,50384,-6826,-83026,-9420,-8003,-7520,-13451,-13601,-8267, 
 吸收投资收到的现金(万元),--,--,--,98767,--,3200,--,300,5000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,3200,--,300,--,--, 
 取得借款收到的现金(万元),--,--,--,7000,22674,22063,24292,41781,25582,20424, 
 发行债券收到的现金(万元),67856,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,3150,10010,8875,12116,--,--, 
 筹资活动现金流入小计(万元),67856,0,0,105767,25824,35273,33167,54197,30582,20424, 
 偿还债务支付的现金(万元),--,--,--,20810,23692,29849,31496,29186,28008,14663, 
 分配股利、利润或偿付利息所支付的现金(万元),24389,23665,21200,26645,9931,5921,1973,1643,1651,6948, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,200,311,125,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,4250,9620,8875,12561,--,--, 
