 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),239404,200927,193339,201368,228597,168743,260515,109016,111561,72223,48808,51701, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),60,--,--,--,--,--,--,--,--,568,0,0, 
 收到的其他与经营活动有关的现金(万元),6434,7137,3052,2518,3826,2767,1269,1174,1038,1129,828,725, 
 经营活动现金流入小计(万元),245898,208064,196391,203886,232422,171510,261784,110190,112599,73920,49636,52426, 
 购买商品、接受劳务支付的现金(万元),196527,150289,154291,188263,188581,212286,224929,133002,96674,65716,49914,41203, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),7009,5620,4269,3079,2779,2566,2133,1504,802,697,347,259, 
 支付的各项税费(万元),6810,4908,5376,6294,4793,7408,7348,4666,3957,3084,1805,2885, 
 支付的其他与经营活动有关的现金(万元),15932,10776,13175,6539,5165,5890,6626,5161,3080,1828,1381,3278, 
 经营活动现金流出小计(万元),226279,171593,177110,204174,201318,228151,241035,144332,104513,71325,53447,47625, 
 经营活动产生的现金流量净额(万元),19619,36471,19281,-288,31104,-56641,20749,-34142,8086,2595,-3811,4801, 
 收回投资所收到的现金(万元),8696,26682,34835,29418,25517,16208,10000,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),2014,4757,7016,4816,5339,2454,650,--,--,0,0,292, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4833,464,16,5,--,4,8,10,--,6,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),4279,--,--,--,--,--,--,--,--,0,0,1574, 
 收到的其他与投资活动有关的现金(万元),29010,1809,2327,2034,7909,10100,--,455,172,52,36,35, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),48833,33712,44194,36273,38765,28766,10657,465,172,58,36,1901, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3828,30527,2582,8705,13406,6035,9086,9488,5708,1956,2006,2299, 
 投资所支付的现金(万元),2332,19452,15487,41732,39312,38769,--,--,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
