 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),148954,137690,97567,94704,90817,80844,77711,89715,78994,49744,48738, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3409,5844,4036,4536,3227,2389,143,--,102,35,1904, 
 收到的其他与经营活动有关的现金(万元),4603,1667,3644,3573,3115,4474,5249,4046,614,131,731, 
 经营活动现金流入小计(万元),156966,145201,105247,102813,97159,87708,83103,93762,79710,49909,51372, 
 购买商品、接受劳务支付的现金(万元),113460,132105,110828,112748,87525,65362,59151,81082,71099,47114,44109, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10927,10020,8885,8806,7050,5797,4479,3366,2025,1260,1154, 
 支付的各项税费(万元),2187,671,811,929,1621,2863,5492,5652,4492,2622,3549, 
 支付的其他与经营活动有关的现金(万元),15288,8765,9291,8739,11851,5372,9144,2924,2964,1625,1064, 
 经营活动现金流出小计(万元),141863,151561,129814,131222,108047,79394,78266,93025,80580,52622,49877, 
 经营活动产生的现金流量净额(万元),15103,-6360,-24567,-28408,-10887,8314,4837,737,-870,-2713,1496, 
 收回投资所收到的现金(万元),12237,12720,3700,4800,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),17,222,--,3,3,22,2,2,2,2,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,41,113,61,2,--,--,--,1486,97,48, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2000,--,--,28188,17125,10330,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14254,12982,3813,33052,17130,10353,2,2,1488,98,49, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5344,2833,1535,8665,21236,30582,18618,11218,2844,2311,4278, 
 投资所支付的现金(万元),11310,13975,421,6075,2950,1760,1000,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),-38,--,--,--,--,90,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2657,--,--,--,--,1000,50000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19273,16808,1956,14740,24186,33432,69618,11218,2844,2311,4278, 
 投资活动产生的现金流量净额(万元),-5019,-3826,1857,18311,-7055,-23080,-69616,-11216,-1356,-2213,-4229, 
 吸收投资收到的现金(万元),1163,--,--,10,--,10,89182,--,13800,3343,957, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,10,--,--,--,--,--, 
 取得借款收到的现金(万元),88750,131829,91448,106459,49414,49717,38520,32635,31030,28130,24830, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,2782,7,130,--, 
 筹资活动现金流入小计(万元),89913,131829,91448,106469,49414,49727,127701,35417,44837,31603,25787, 
 偿还债务支付的现金(万元),100394,114278,65918,92508,30023,36030,52634,23300,31630,28130,19530, 
 分配股利、利润或偿付利息所支付的现金(万元),4534,3661,2895,4516,3214,2655,1373,1337,6754,784,842, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),82,179,--,6,--,--,325,589,2882,7,130, 
 筹资活动现金流出小计(万元),105010,118118,68812,97030,33237,38685,54332,25227,41266,28922,20502, 
 筹资活动产生的现金流量净额(万元),-15097,13711,22635,9438,16177,11043,73370,10191,3571,2681,5285, 
 汇率变动对现金及现金等价物的影响(万元),-20,1,-6,0,0,117,48,-46,55,-5,--, 
 现金及现金等价物净增加额(万元),-5034,3526,-81,-659,-1766,-3606,8639,-334,1400,-2250,2551, 
 加:期初现金及现金等价物余额(万元),8172,4647,4728,5386,7152,10757,2118,2452,1052,3302,750, 
 期末现金及现金等价物余额(万元),3138,8172,4647,4728,5386,7152,10757,2118,2452,1052,3302, 
 净利润(万元),-6819,784,731,-18695,5554,7561,9985,12357,9150,7630,5723, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1004,911,-753,4881,857,818,352,951,163,219,669, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),10576,10619,10250,7986,5393,3696,3541,3249,2496,2026,1292, 
 无形资产摊销(万元),335,203,184,154,148,148,146,110,34,34,22, 
 长期待摊费用摊销(万元),223,165,159,144,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),21,-332,-372,-2,-1,-24,10,--,495,-49,-4, 
 固定资产报废损失(万元),--,--,4,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-124,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),4534,3934,2959,2919,623,-367,1698,1337,754,659,842, 
 投资损失(万元),545,-153,-1554,-91,58,-7,-203,-2,1,-2,-1, 
 递延所得税资产减少(万元),-862,181,651,-740,-187,-185,-112,-477,-77,43,-112, 
 递延所得税负债增加(万元),115,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),2629,-6191,-4810,-4741,-8728,-3782,-3523,-2555,-7918,-4894,2805, 
 经营性应收项目的减少(万元),-10315,-21007,-23040,-21371,-18044,-2094,-8548,-21816,-13437,-9789,-3683, 
 经营性应付项目的增加(万元),13119,4649,-8973,1148,3441,1853,1492,5035,7292,1356,-6106, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,696,--,2547,176,52,50, 
 经营活动产生现金流量净额(万元),15103,-6360,-24567,-28408,-10887,8314,4837,737,-870,-2713,1496, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),3138,8172,4647,4728,5386,6825,10757,2118,2452,1052,3302, 
 现金的期初余额(万元),8172,4647,4728,5386,6825,10757,2118,2452,1052,3302,750, 
 现金等价物的期末余额(万元),--,--,--,--,--,327,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,327,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5034,3526,-81,-659,-1766,-3606,8639,-334,1400,-2250,2551, 

