 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),50402,63278,37451,25750,25576,22447,24693, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),884,1156,834,813,937,616,848, 
 经营活动现金流入小计(万元),51286,64434,38285,26563,26513,23062,25542, 
 购买商品、接受劳务支付的现金(万元),60880,49798,21753,13649,15336,10605,7242, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6499,6254,4979,6411,7164,6982,12377, 
 支付的各项税费(万元),3955,3773,1843,2018,1690,1475,1162, 
 支付的其他与经营活动有关的现金(万元),4086,3296,1702,1425,1743,1370,1771, 
 经营活动现金流出小计(万元),75420,63121,30276,23504,25933,20431,22552, 
 经营活动产生的现金流量净额(万元),-24134,1313,8009,3059,580,2631,2990, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),134,87,131,41,5,10,57, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),134,87,131,41,5,10,57, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3408,6090,1741,792,1560,2811,665, 
 投资所支付的现金(万元),370,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3778,6090,1741,792,1560,2811,665, 
 投资活动产生的现金流量净额(万元),-3644,-6003,-1610,-752,-1555,-2800,-608, 
 吸收投资收到的现金(万元),--,8329,--,--,--,--,7500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),22200,8700,2200,500,3000,3700,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6185,--,--,--,604,--,--, 
 筹资活动现金流入小计(万元),28385,17029,2200,500,3604,3700,11500, 
 偿还债务支付的现金(万元),6653,2500,--,2500,4200,500,7000, 
 分配股利、利润或偿付利息所支付的现金(万元),1993,694,103,109,191,76,194, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),455,8362,545,120,--,196,709, 
 筹资活动现金流出小计(万元),9101,11556,649,2729,4391,772,7904, 
 筹资活动产生的现金流量净额(万元),19284,5473,1551,-2229,-786,2928,3596, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-8494,783,7950,79,-1762,2759,5978, 
 加:期初现金及现金等价物余额(万元),17737,16955,9004,8926,10688,7929,1951, 
 期末现金及现金等价物余额(万元),9243,17737,16955,9004,8926,10688,7929, 
 净利润(万元),4135,8037,3547,2599,1645,3651,2419, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),4493,3355,-194,453,740,658,275, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1670,513,583,576,608,495,370, 
 无形资产摊销(万元),72,70,57,34,28,30,21, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-175,-43,-50,-8,9,2,42, 
 固定资产报废损失(万元),10,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),976,296,103,105,191,80,194, 
 投资损失(万元),125,--,--,--,-0,13,--, 
 递延所得税资产减少(万元),-915,-556,117,-73,-159,-168,-95, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),4073,-12934,-3164,957,4987,-2636,-2403, 
 经营性应收项目的减少(万元),-21064,-51082,-3055,-5838,-2964,-7944,-3610, 
 经营性应付项目的增加(万元),-17524,53662,10065,4255,-4514,8478,5470, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),-11,-4,-0,--,8,-27,306, 
 经营活动产生现金流量净额(万元),-24134,1313,8009,3059,580,2631,2990, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),9243,17737,16955,9004,8926,10688,7929, 
 现金的期初余额(万元),17737,16955,9004,8926,10688,7929,1951, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-8494,783,7950,79,-1762,2759,5978, 

