 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),77914,71750,56189,51726,56529, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),724,985,1051,2074,1628, 
 收到的其他与经营活动有关的现金(万元),2863,1060,2075,812,1189, 
 经营活动现金流入小计(万元),81501,73795,59316,54612,59346, 
 购买商品、接受劳务支付的现金(万元),42285,42948,36123,37037,39130, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8458,7455,6496,5999,5617, 
 支付的各项税费(万元),6002,4899,4443,3110,3585, 
 支付的其他与经营活动有关的现金(万元),5753,4734,3523,3318,3021, 
 经营活动现金流出小计(万元),62497,60036,50585,49463,51353, 
 经营活动产生的现金流量净额(万元),19003,13759,8730,5149,7993, 
 收回投资所收到的现金(万元),--,--,--,1460,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),55,88,2156,58,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,142,11,673,1191, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),55,230,2167,2191,1201, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5066,2190,1013,3384,4228, 
 投资所支付的现金(万元),--,500,1460,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),5066,2690,2473,3384,4228, 
 投资活动产生的现金流量净额(万元),-5011,-2460,-307,-1193,-3027, 
 吸收投资收到的现金(万元),--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),5750,5800,4200,12350,10000, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),5750,5800,4200,12350,10000, 
 偿还债务支付的现金(万元),5800,2000,9550,10200,14900, 
 分配股利、利润或偿付利息所支付的现金(万元),6747,5256,608,613,2220, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,360,360,360, 
 支付其他与筹资活动有关的现金(万元),318,--,--,--,--, 
 筹资活动现金流出小计(万元),12865,7256,10158,10813,17120, 
 筹资活动产生的现金流量净额(万元),-7115,-1456,-5958,1537,-7120, 
 汇率变动对现金及现金等价物的影响(万元),831,-1319,822,425,72, 
 现金及现金等价物净增加额(万元),7708,8523,3286,5917,-2082, 
 加:期初现金及现金等价物余额(万元),28373,19850,16564,10647,12729, 
 期末现金及现金等价物余额(万元),36081,28373,19850,16564,10647, 
 净利润(万元),15229,9083,7853,7713,6894, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),237,106,255,248,326, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3852,3739,3940,3768,3849, 
 无形资产摊销(万元),102,95,94,95,89, 
 长期待摊费用摊销(万元),--,--,14,22,10, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),23,-42,-1820,24,-5, 
 固定资产报废损失(万元),53,2,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
