 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),43138,21974,19477,22518,18646,17250,15626,14239,13125,10423, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,58,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2843,834,1424,1293,2146,1517,2732,1119,1118,2449, 
 经营活动现金流入小计(万元),45980,22808,20958,23810,20792,18767,18358,15359,14243,12871, 
 购买商品、接受劳务支付的现金(万元),10331,8112,6654,9266,6605,4365,4081,3320,3773,2895, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4873,5122,4429,3715,3212,2798,1966,1338,891,600, 
 支付的各项税费(万元),4024,3312,2202,2207,2556,2894,2295,2278,2322,1301, 
 支付的其他与经营活动有关的现金(万元),22067,8516,3808,3999,3319,3067,1994,1817,1725,3649, 
 经营活动现金流出小计(万元),41296,25062,17093,19187,15692,13123,10336,8753,8710,8444, 
 经营活动产生的现金流量净额(万元),4684,-2254,3865,4624,5100,5643,8022,6605,5533,4427, 
 收回投资所收到的现金(万元),91256,30150,637,72390,169000,201156,28000,--,16000,--, 
 取得投资收益所收到的现金(万元),338,54,7,509,1398,1240,89,--,136,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),302,69,195,11,2,--,1,0,--,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),462,1273,948,553,73,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),92357,31546,1787,73462,170473,202396,28090,0,16136,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2239,7015,18297,28968,11594,6506,5791,10715,951,2332, 
 投资所支付的现金(万元),77529,31525,800,83527,185000,207056,44100,--,16000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,100,--, 
 支付的其他与投资活动有关的现金(万元),--,--,730,618,1586,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),79767,38540,19827,113112,198180,213562,49891,10715,17051,2332, 
 投资活动产生的现金流量净额(万元),12590,-6994,-18040,-39651,-27707,-11166,-21800,-10715,-915,-2321, 
 吸收投资收到的现金(万元),--,20000,--,6393,--,--,55500,--,9373,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,40000,20700,56000,--,--,--,--,--,1600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,7000,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,60000,27700,62393,0,0,55500,0,9373,1600, 
 偿还债务支付的现金(万元),10600,47500,19637,7000,--,--,--,--,--,1600, 
 分配股利、利润或偿付利息所支付的现金(万元),1670,751,2520,4302,3600,4400,--,7509,1,1628, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1135,1344,6716,7000,--,--,498,--,--,--, 
