 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),121993,109425,98769,97761,110687,117197,98790, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),7,172,--,--,--,--,18, 
 收到的其他与经营活动有关的现金(万元),479,471,1229,1200,629,1688,1711, 
 经营活动现金流入小计(万元),122479,110068,99998,98961,111316,118885,100519, 
 购买商品、接受劳务支付的现金(万元),90944,82785,63016,58206,76200,79624,74943, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17386,15974,14358,11343,10969,11412,9999, 
 支付的各项税费(万元),4193,6514,7896,8615,7160,9022,6372, 
 支付的其他与经营活动有关的现金(万元),4977,4863,3963,3121,3258,4336,3657, 
 经营活动现金流出小计(万元),117500,110136,89233,81286,97587,104393,94971, 
 经营活动产生的现金流量净额(万元),4978,-68,10765,17676,13729,14492,5548, 
 收回投资所收到的现金(万元),64300,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),881,55,38,123,175,109,8, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,--,--,19,154,--,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),250,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),65436,55,38,141,328,109,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8970,4896,8533,7833,1344,3469,13178, 
 投资所支付的现金(万元),59300,20000,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,1866,--,--,--, 
 支付的其他与投资活动有关的现金(万元),80,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),68350,24896,8533,9700,1344,3469,13178, 
 投资活动产生的现金流量净额(万元),-2914,-24840,-8495,-9558,-1016,-3360,-13166, 
 吸收投资收到的现金(万元),--,52945,--,--,--,-13540,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),30500,47476,57300,54600,52946,57799,35321, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6882,6785,2908,3249,3435,4280,9887, 
 筹资活动现金流入小计(万元),37382,107207,60208,57849,56381,48539,45208, 
 偿还债务支付的现金(万元),34000,56700,55900,47800,55464,50261,26452, 
 分配股利、利润或偿付利息所支付的现金(万元),4608,1881,1804,19787,12659,1852,1348, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4226,10503,2993,3341,3550,2905,7832, 
 筹资活动现金流出小计(万元),42834,69084,60697,70927,71673,55017,35632, 
 筹资活动产生的现金流量净额(万元),-5452,38123,-489,-13078,-15292,-6478,9576, 
 汇率变动对现金及现金等价物的影响(万元),7,-53,-7,-186,-104,-27,-63, 
 现金及现金等价物净增加额(万元),-3380,13162,1774,-5146,-2683,4627,1895, 
 加:期初现金及现金等价物余额(万元),17579,4417,2642,7789,10472,5845,3951, 
 期末现金及现金等价物余额(万元),14199,17579,4417,2642,7789,10472,5845, 
 净利润(万元),5624,9058,10638,8141,11459,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),1653,1844,847,618,286,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4963,5290,4514,4059,3844,--,--, 
 无形资产摊销(万元),441,539,417,283,211,--,--, 
 长期待摊费用摊销(万元),1171,1678,2090,1476,1119,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-125,-3,15,14,26,--,--, 
 固定资产报废损失(万元),2,22,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),1376,2173,1961,2478,1697,--,--, 
 投资损失(万元),-750,-1897,-730,-134,-175,--,--, 
 递延所得税资产减少(万元),-73,-149,-90,1,178,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-2859,-16048,-6739,4039,-1965,--,--, 
 经营性应收项目的减少(万元),355,-10019,-600,-1020,6336,--,--, 
 经营性应付项目的增加(万元),-6800,7446,-1558,-4078,-9287,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,1799,--,--,--, 
 经营活动产生现金流量净额(万元),4978,-68,10765,17676,13729,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),14199,17579,4417,2642,2389,10472,5845, 
 现金的期初余额(万元),17579,4417,2642,2389,3022,5845,3951, 
 现金等价物的期末余额(万元),--,--,--,--,5400,--,--, 
 现金等价物的期初余额(万元),--,--,--,5400,7450,--,--, 
 现金及现金等价物的净增加额(万元),-3380,13162,1774,-5146,-2683,4627,1895, 

