 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),157246,96136,48861,41515,20635,16018,6079,2955,1247,631, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6698,4234,2586,2420,1529,1166,369,197,165,--, 
 收到的其他与经营活动有关的现金(万元),7121,3777,2370,1869,1300,594,277,368,623,110, 
 经营活动现金流入小计(万元),171065,104147,53817,45804,23463,17778,6725,3520,2035,742, 
 购买商品、接受劳务支付的现金(万元),95277,56748,23390,20476,14039,7357,3126,972,658,555, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23276,15586,12710,10125,5781,2293,1033,683,294,41, 
 支付的各项税费(万元),15679,9624,5826,5451,2858,2290,953,454,175,37, 
 支付的其他与经营活动有关的现金(万元),19217,10357,7889,5745,4449,1227,646,414,478,877, 
 经营活动现金流出小计(万元),153448,92315,49816,41796,27127,13167,5758,2522,1605,1511, 
 经营活动产生的现金流量净额(万元),17617,11832,4001,4007,-3664,4611,967,997,431,-769, 
 收回投资所收到的现金(万元),53200,44410,--,--,20150,45545,4100,3600,--,--, 
 取得投资收益所收到的现金(万元),375,201,--,--,74,172,21,21,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),50,71,--,5,--,29,38,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,150,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,884,199,--,793,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),53625,44682,0,5,21257,45945,4159,4413,--,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),17719,4806,765,1999,3982,1489,453,339,207,42, 
 投资所支付的现金(万元),77135,55610,--,--,20150,45545,4100,3600,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2255,--,--,137,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,48,--,510,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),97109,60416,765,2136,24132,47082,4553,4449,207,42, 
 投资活动产生的现金流量净额(万元),-43485,-15735,-765,-2131,-2875,-1137,-394,-35,-207,-42, 
 吸收投资收到的现金(万元),2030,8654,36800,490,397,10,20,--,2150,900, 
 其中：子公司吸收少数股东投资收到的现金(万元),2030,--,--,490,397,--,--,--,--,--, 
 取得借款收到的现金(万元),98210,5007,9408,15971,7500,500,--,--,400,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,1988,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,249,989,50,55,--,500,--,--,--, 
 筹资活动现金流入小计(万元),100239,13909,47198,16511,7952,510,2508,0,2550,900, 
 偿还债务支付的现金(万元),39547,7919,12997,12566,4100,--,--,200,280,--, 
 分配股利、利润或偿付利息所支付的现金(万元),6580,3352,572,578,1804,136,--,5,6,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),402,1686,813,245,404,89,500,--,--,--, 
 筹资活动现金流出小计(万元),46529,12957,14381,13390,6308,225,500,205,286,--, 
 筹资活动产生的现金流量净额(万元),53710,953,32817,3121,1644,285,2008,-205,2264,900, 
 汇率变动对现金及现金等价物的影响(万元),-222,-50,27,-18,-3,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),27620,-2999,36080,4979,-4897,3759,2581,757,2487,89, 
 加:期初现金及现金等价物余额(万元),42871,45870,9791,4811,9709,5950,3370,2612,132,42, 
 期末现金及现金等价物余额(万元),70491,42871,45870,9791,4811,9709,5950,3370,2619,132, 
 净利润(万元),30308,16896,9002,7741,5150,4964,2483,--,743,407, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1558,763,787,316,490,46,88,--,16,59, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),922,704,696,624,347,148,93,--,17,7, 
 无形资产摊销(万元),561,314,314,308,112,5,3,--,--,--, 
 长期待摊费用摊销(万元),223,162,242,143,56,14,9,--,1,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,31,-9,-3,--,6,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),2544,152,572,608,338,131,24,--,6,--, 
 投资损失(万元),-743,-201,--,--,-128,-172,-21,--,--,--, 
 递延所得税资产减少(万元),-361,-183,-281,-100,-61,-46,-24,--,-4,-7, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-23965,-3508,-6047,-746,-2810,-701,-773,--,-146,-23, 
 经营性应收项目的减少(万元),-2346,-9411,-12453,-6729,-9180,-760,-1308,--,-219,-1247, 
 经营性应付项目的增加(万元),9350,6936,11462,1453,2415,702,394,--,15,35, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),-433,-823,-284,391,-393,273,--,--,--,--, 
 经营活动产生现金流量净额(万元),17617,11832,4001,4007,-3664,4611,967,--,431,-769, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),70491,42871,45870,9791,4811,9709,5950,3370,2619,132, 
 现金的期初余额(万元),42871,45870,9791,4811,9709,5950,3370,2612,132,42, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),27620,-2999,36080,4979,-4897,3759,2581,757,2487,89, 

