 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),108296,72663,50444,40588,26496,20097,15341, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),392,36,46,0,0,--,21, 
 收到的其他与经营活动有关的现金(万元),6686,4684,4511,1893,1565,2940,99, 
 经营活动现金流入小计(万元),115375,77382,55000,42481,28060,23037,15461, 
 购买商品、接受劳务支付的现金(万元),20892,12330,10067,8309,5582,4348,3680, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),45821,28185,19342,13970,9263,7442,5677, 
 支付的各项税费(万元),2535,2076,1614,1437,1172,643,836, 
 支付的其他与经营活动有关的现金(万元),32504,24276,16297,11263,8639,6451,3860, 
 经营活动现金流出小计(万元),101751,66866,47320,34979,24656,18884,14052, 
 经营活动产生的现金流量净额(万元),13623,10516,7680,7502,3404,4153,1409, 
 收回投资所收到的现金(万元),9500,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),129,387,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,32,192,0,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9630,418,192,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),42492,27506,23773,12628,6074,10235,2859, 
 投资所支付的现金(万元),15482,660,8615,1100,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),57974,28166,32388,13728,6074,10235,2859, 
 投资活动产生的现金流量净额(万元),-48344,-27748,-32196,-13728,-6074,-10235,-2859, 
 吸收投资收到的现金(万元),--,--,35200,6000,7650,--,6270, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,200,--,300,--,--, 
 取得借款收到的现金(万元),71417,42200,35550,19050,8300,11400,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),26657,5550,4695,--,--,--,--, 
 筹资活动现金流入小计(万元),98074,47750,75445,25050,15950,11400,6270, 
 偿还债务支付的现金(万元),45387,27917,25083,11603,6788,6881,2530, 
 分配股利、利润或偿付利息所支付的现金(万元),6644,5634,3555,1052,755,654,335, 
 其中：子公司支付给少数股东的股利、利润(万元),50,50,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),9709,876,4695,--,--,--,9, 
 筹资活动现金流出小计(万元),61741,34428,33333,12655,7543,7535,2875, 
 筹资活动产生的现金流量净额(万元),36333,13322,42112,12395,8407,3865,3395, 
 汇率变动对现金及现金等价物的影响(万元),-0,-0,0,--,--,--,--, 
 现金及现金等价物净增加额(万元),1613,-3910,17596,6169,5737,-2217,1945, 
 加:期初现金及现金等价物余额(万元),29832,32546,14949,8780,3043,5260,3315, 
 期末现金及现金等价物余额(万元),31445,28636,32546,14949,8780,3043,5260, 
 净利润(万元),12309,10311,6537,4199,2565,2675,1185, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),1831,890,678,426,237,89,75, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),9168,5852,3606,2478,1842,1172,776, 
 无形资产摊销(万元),596,391,310,221,113,77,22, 
 长期待摊费用摊销(万元),1313,1130,706,494,335,152,93, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1,5,-11,--,--,-0,2, 
 固定资产报废损失(万元),71,--,1,-3,4,-0,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
