 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),147040,112674,96208,80520,68028,58110,49418, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),22,152,215,1210,133,131,101, 
 收到的其他与经营活动有关的现金(万元),7813,4726,4959,3708,1342,2011,23809, 
 经营活动现金流入小计(万元),154875,117551,101382,85438,69503,60253,73328, 
 购买商品、接受劳务支付的现金(万元),92280,83694,46467,37865,38931,32173,26141, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22245,20566,17195,11677,10569,8209,6383, 
 支付的各项税费(万元),10768,9974,9860,10522,7819,5680,4627, 
 支付的其他与经营活动有关的现金(万元),21586,12983,14754,12520,8258,7307,16946, 
 经营活动现金流出小计(万元),146878,127217,88276,72584,65576,53370,54097, 
 经营活动产生的现金流量净额(万元),7997,-9666,13106,12853,3927,6883,19230, 
 收回投资所收到的现金(万元),180151,--,--,34,57,103,142, 
 取得投资收益所收到的现金(万元),1072,--,--,--,--,--,80, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9263,17,31,84,43,20,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,6,268,2675,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),190487,23,299,2793,100,123,224, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),19129,10769,16877,12761,7880,4406,3094, 
 投资所支付的现金(万元),180276,--,--,--,--,--,192, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,2887,3903, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),199405,10769,16877,12761,7880,7293,7189, 
 投资活动产生的现金流量净额(万元),-8918,-10746,-16578,-9968,-7780,-7170,-6965, 
 吸收投资收到的现金(万元),--,59628,--,--,--,8630,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),31085,6200,23399,24751,12700,24450,13080, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),31085,65828,23399,24751,12700,33080,13080, 
 偿还债务支付的现金(万元),11250,9200,15900,14400,17500,22330,3100, 
 分配股利、利润或偿付利息所支付的现金(万元),5031,1382,1079,899,644,867,21679, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1545,1550,--,--,--,--,--, 
 筹资活动现金流出小计(万元),17827,12132,16979,15299,18144,23197,24779, 
 筹资活动产生的现金流量净额(万元),13259,53696,6421,9451,-5444,9882,-11699, 
 汇率变动对现金及现金等价物的影响(万元),1,-1,0,0,3,63,-0, 
 现金及现金等价物净增加额(万元),12338,33283,2949,12337,-9293,9659,566, 
 加:期初现金及现金等价物余额(万元),53735,20452,17503,5166,14459,4800,4234, 
 期末现金及现金等价物余额(万元),66073,53735,20452,17503,5166,14459,4800, 
 净利润(万元),5873,11373,12240,11653,9868,5224,6649, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),2771,1886,772,614,729,46,-232, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2974,1482,1305,1293,1160,917,572, 
 无形资产摊销(万元),330,257,197,166,160,160,65, 
 长期待摊费用摊销(万元),32,28,45,47,31,20,25, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),51,-4,57,99,-5,93,0, 
 固定资产报废损失(万元),16,1,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),776,169,426,654,636,813,370, 
