 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),62429,56339,70455,62674,63612,72194,82213,77632, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),188,138,162,192,296,73,5,--, 
 收到的其他与经营活动有关的现金(万元),7544,10625,5498,3877,2058,1847,3087,1468, 
 经营活动现金流入小计(万元),70161,67102,76115,66743,65966,74114,85305,79100, 
 购买商品、接受劳务支付的现金(万元),25519,27031,41697,38928,42615,48227,50036,58682, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12422,10339,6858,5313,5109,5841,6241,4871, 
 支付的各项税费(万元),8591,6564,6959,4143,5514,6978,6612,6638, 
 支付的其他与经营活动有关的现金(万元),19492,16998,11986,8837,7618,9282,11356,9416, 
 经营活动现金流出小计(万元),66024,60933,67500,57220,60855,70328,74245,79607, 
 经营活动产生的现金流量净额(万元),4137,6170,8615,9523,5111,3786,11060,-507, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,2628, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),32,4046,360,2898,30,90,35,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),115243,82099,5827,3779,--,--,662,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),115276,86145,6188,6677,30,90,697,2629, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3686,1300,1778,5106,7050,2831,6838,7094, 
 投资所支付的现金(万元),2401,872,4656,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1102,11886,4226,2872,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),113960,81820,6750,3600,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),121149,95878,17410,11578,7050,2831,6838,7094, 
 投资活动产生的现金流量净额(万元),-5873,-9733,-11222,-4902,-7020,-2741,-6140,-4465, 
 吸收投资收到的现金(万元),197,--,--,--,27473,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),197,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),65200,50850,36400,61050,47630,39800,55500,47100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,944,--,--,--,--, 
 筹资活动现金流入小计(万元),65397,50850,36400,61994,75103,39800,55500,47100, 
 偿还债务支付的现金(万元),54300,43950,37050,72168,47300,41000,57100,38700, 
 分配股利、利润或偿付利息所支付的现金(万元),3524,2349,2627,3390,2004,1899,2348,1849, 
 其中：子公司支付给少数股东的股利、利润(万元),490,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1244,934,--,--,--, 
 筹资活动现金流出小计(万元),57824,46299,39677,76802,50238,42899,59448,40549, 
 筹资活动产生的现金流量净额(万元),7573,4551,-3277,-14808,24865,-3099,-3948,6551, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),5837,988,-5884,-10187,22955,-2055,972,1579, 
 加:期初现金及现金等价物余额(万元),9809,8821,14705,24892,1937,3992,3020,1440, 
 期末现金及现金等价物余额(万元),15646,9809,8821,14705,24892,1937,3992,3020, 
 净利润(万元),6271,6160,4520,5625,5324,6281,7743,7669, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3293,2551,854,668,90,609,627,492, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2253,2951,3467,3136,2271,2346,1967,1235, 
 无形资产摊销(万元),296,334,243,188,118,110,111,126, 
 长期待摊费用摊销(万元),492,325,188,124,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),93,488,44,-2198,-2,-68,1,15, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),1926,1548,1162,1427,2004,1896,2341,1886, 
 投资损失(万元),-83,-129,-27,-24,--,--,--,-628, 
 递延所得税资产减少(万元),-303,-128,-101,-91,28,-69,-193,-74, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-1529,-2133,-200,1564,215,1192,-5,-717, 
 经营性应收项目的减少(万元),-8741,-9609,-2401,2404,-2392,-3896,-6424,-11210, 
 经营性应付项目的增加(万元),170,3811,867,-3299,-2545,-4615,4891,700, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4137,6170,8615,9523,5111,3786,11060,-507, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15646,9809,8821,14705,24892,1937,3992,3020, 
 现金的期初余额(万元),9809,8821,14705,24892,1937,3992,3020,1440, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5837,988,-5884,-10187,22955,-2055,972,1579, 

