 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),83750,65454,67500,69306,57553,35261,24297,30754,32482,22946,18050, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),95,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1281,1499,556,424,125,449,765,281,184,242,467, 
 经营活动现金流入小计(万元),85126,66954,68056,69730,57678,35709,25062,31035,32666,23189,18517, 
 购买商品、接受劳务支付的现金(万元),74218,43772,45999,54681,39692,26221,16842,20452,21798,14791,11633, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10001,7760,7296,6221,4493,3690,2932,2553,2251,1824,1639, 
 支付的各项税费(万元),2976,3178,4972,6648,3874,2541,2478,2920,3402,1834,1328, 
 支付的其他与经营活动有关的现金(万元),6055,6580,4528,5255,4151,3224,2767,2778,3037,2116,2524, 
 经营活动现金流出小计(万元),93251,61290,62794,72806,52209,35676,25019,28703,30487,20565,17125, 
 经营活动产生的现金流量净额(万元),-8125,5664,5262,-3076,5468,33,42,2333,2178,2624,1392, 
 收回投资所收到的现金(万元),83000,89800,--,--,--,--,--,--,368,--,--, 
 取得投资收益所收到的现金(万元),721,581,18,18,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1043,394,25,62,16,27,2,10,0,50,3, 
 处置子公司及其他营业单位收到的现金净额(万元),305,--,--,--,--,-59,--,530,--,--,--, 
 收到的其他与投资活动有关的现金(万元),514,1688,59,86,340,820,--,--,25,34,84, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),85584,92462,102,166,355,788,2,540,394,84,87, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14293,9232,9456,3732,6672,5211,2678,2876,4072,1263,1015, 
 投资所支付的现金(万元),81230,124673,2555,--,--,--,--,--,10,459,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),6945,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,61,--,20,18,76, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),102468,133905,12011,3732,6672,5211,2739,2876,4102,1739,1090, 
 投资活动产生的现金流量净额(万元),-16884,-41442,-11909,-3566,-6317,-4423,-2738,-2336,-3708,-1655,-1004, 
 吸收投资收到的现金(万元),16,100,85000,--,--,--,30000,--,5000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),16,100,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),13750,4500,17000,15500,5000,5000,1500,3500,2500,2626,2100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),13766,4600,102000,15500,5000,5000,31500,3500,7500,2626,2100, 
 偿还债务支付的现金(万元),9250,11500,11000,15000,4000,2000,4500,2500,2626,2100,2100, 
 分配股利、利润或偿付利息所支付的现金(万元),1447,1983,2671,1781,1772,3297,108,231,3150,581,428, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,2256,--,--,--,3383,--,--,--,--, 
 筹资活动现金流出小计(万元),10697,13483,15927,16781,5772,5297,7991,2731,5776,2681,2528, 
 筹资活动产生的现金流量净额(万元),3069,-8883,86073,-1281,-772,-297,23509,769,1724,-55,-428, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-21940,-44662,79426,-7922,-1621,-4687,20813,766,194,913,-39, 
 加:期初现金及现金等价物余额(万元),44809,89471,10045,17967,19588,24275,3461,2696,2501,1588,1627, 
 期末现金及现金等价物余额(万元),22869,44809,89471,10045,17967,19588,24275,3461,2696,2501,1588, 
 净利润(万元),7975,4344,8263,11254,6991,4024,3247,5936,6212,4486,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2147,-63,709,936,440,320,106,40,187,47,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2793,2286,2049,1472,796,744,642,556,506,413,--, 
 无形资产摊销(万元),626,452,195,104,93,89,89,90,53,35,--, 
 长期待摊费用摊销(万元),75,5,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-9,-8,-4,69,49,12,-0,-106,14,59,--, 
 固定资产报废损失(万元),34,313,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),26,-466,451,295,233,-432,108,231,150,148,--, 
 投资损失(万元),-830,-581,-18,-18,--,--,--,--,-5,-7,--, 
 递延所得税资产减少(万元),-187,-63,-102,-109,-37,-27,16,-49,-24,-7,--, 
 递延所得税负债增加(万元),-44,--,--,--,--,--,--,--,--,-0,--, 
 存货的减少(万元),-2099,-1744,1655,-2600,-1838,-680,-928,237,-957,-963,--, 
 经营性应收项目的减少(万元),-11609,5139,-17704,-15897,-5517,-3835,-4870,-4870,-4794,-677,--, 
 经营性应付项目的增加(万元),-7021,-3049,9767,1420,4258,-182,1633,267,836,-911,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-900,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-8125,5664,5262,-3076,5468,33,42,2333,2178,2624,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
