 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),81910,61362,46642,46829,39675,32931,19119,13967, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3762,3795,2419,1831,1597,615,451,490, 
 收到的其他与经营活动有关的现金(万元),7620,7946,2565,2319,1959,731,978,468, 
 经营活动现金流入小计(万元),93292,73102,51625,50978,43231,34277,20547,14926, 
 购买商品、接受劳务支付的现金(万元),49086,37155,28113,23614,19259,14030,7911,7559, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18609,18136,14219,11218,9836,8375,4970,2876, 
 支付的各项税费(万元),4630,3588,2183,2669,1288,2251,1143,590, 
 支付的其他与经营活动有关的现金(万元),10713,8699,5025,4027,4344,4275,2081,1174, 
 经营活动现金流出小计(万元),83039,67579,49540,41528,34727,28932,16104,12199, 
 经营活动产生的现金流量净额(万元),10253,5524,2085,9451,8504,5345,4443,2726, 
 收回投资所收到的现金(万元),--,--,--,--,--,5241,--,--, 
 取得投资收益所收到的现金(万元),105,--,--,--,25,--,66,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),24,8,4,4,1,19,4,77, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,496,102,212,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),130,504,105,216,26,5259,70,77, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12996,8850,29764,20709,16054,9883,2091,2294, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),280,102,373,133,104,--,102,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),13277,8952,30137,20842,16158,9883,2193,2294, 
 投资活动产生的现金流量净额(万元),-13147,-8448,-30031,-20626,-16132,-4624,-2122,-2217, 
 吸收投资收到的现金(万元),561,6204,46750,--,--,--,46,3135, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,46,--, 
 取得借款收到的现金(万元),45487,29423,42465,13961,18830,18,110,689, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),46048,35627,89215,13961,18830,18,156,3824, 
 偿还债务支付的现金(万元),31513,67626,9936,4207,10263,51,6,689, 
