 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),41038,36983,35664,35154,30816,29819, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),169,46,100,617,2,74, 
 收到的其他与经营活动有关的现金(万元),855,1162,672,241,773,1179, 
 经营活动现金流入小计(万元),42062,38191,36436,36013,31591,31072, 
 购买商品、接受劳务支付的现金(万元),25724,26388,20151,23289,16607,18532, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4662,4333,4103,4691,4056,3574, 
 支付的各项税费(万元),1527,1559,1761,1524,1858,3016, 
 支付的其他与经营活动有关的现金(万元),5793,4803,4004,4928,4125,3654, 
 经营活动现金流出小计(万元),37706,37083,30019,34433,26646,28777, 
 经营活动产生的现金流量净额(万元),4356,1108,6417,1580,4945,2295, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),561,6,8,49,--,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),400,0,50,33,7,74, 
