 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),344735,314181,194638,146766,93347,62662,54728,53216,47323,26350,22940, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),19836,3561,1999,1860,1378,1271,816,1092,268,17,495, 
 收到的其他与经营活动有关的现金(万元),12086,8945,5933,1498,4463,2333,2072,1777,1047,1733,1025, 
 经营活动现金流入小计(万元),376657,326688,202570,150124,99188,66266,57617,56085,48638,28100,24460, 
 购买商品、接受劳务支付的现金(万元),225655,245436,125766,90968,52612,36871,32502,38872,28546,17126,16286, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),50666,42669,30054,22540,13847,10397,8706,7692,5279,2858,2054, 
 支付的各项税费(万元),15095,12061,11061,6972,4441,3080,2801,3686,1957,1513,501, 
 支付的其他与经营活动有关的现金(万元),20290,15237,12234,6070,7458,5072,5019,3071,3846,2882,2362, 
 经营活动现金流出小计(万元),311706,315404,179115,126549,78358,55420,49028,53320,39628,24379,21203, 
 经营活动产生的现金流量净额(万元),64950,11284,23455,23575,20830,10846,8589,2765,9009,3721,3257, 
 收回投资所收到的现金(万元),70,15892,2497,3065,1650,0,160,--,23,--,--, 
 取得投资收益所收到的现金(万元),413,137,0,34,0,--,0,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6405,269,1510,336,17,0,0,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,771,--,--,--,--,0,--,--,-3,--, 
 收到的其他与投资活动有关的现金(万元),344,8374,824,1130,1200,0,479,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7233,25442,4832,4565,2867,0,639,0,23,-3,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),33719,35299,40287,21539,11042,6956,19198,10699,7196,1036,2081, 
 投资所支付的现金(万元),24994,6764,18296,19901,5002,4061,0,--,60,200,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,35968,11416,--,12878,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1479,2034,39,--,911,--,0,107,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),60192,80064,70037,41441,29834,11017,19198,10807,7256,1236,2081, 
 投资活动产生的现金流量净额(万元),-52959,-54623,-65206,-36876,-26967,-11017,-18559,-10807,-7234,-1239,-2081, 
 吸收投资收到的现金(万元),6133,1369,75971,--,321,0,100,47166,4899,919,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),3256,1369,4800,--,--,0,100,--,--,38,--, 
 取得借款收到的现金(万元),53697,43200,7000,28500,6300,0,2657,8000,4080,5093,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4591,2814,13194,25,--,0,0,728,462,--,--, 
 筹资活动现金流入小计(万元),64421,47383,96165,28525,6621,0,2757,55894,9440,6012,0, 
 偿还债务支付的现金(万元),69637,16890,17103,4080,778,2000,3657,7500,5635,7514,357, 
 分配股利、利润或偿付利息所支付的现金(万元),6303,3402,3761,1340,758,889,1354,135,152,363,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,895,--,--,114,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),9303,1530,606,2564,3378,--,0,550,728,462,--, 
 筹资活动现金流出小计(万元),85242,21822,21471,7984,4915,2889,5011,8185,6515,8339,357, 
 筹资活动产生的现金流量净额(万元),-20821,25561,74694,20541,1706,-2889,-2254,47709,2925,-2327,-357, 
 汇率变动对现金及现金等价物的影响(万元),178,-994,755,468,-110,36,-1,-30,-20,-34,-23, 
 现金及现金等价物净增加额(万元),-8652,-18772,33698,7707,-4540,-3023,-12224,39637,4681,120,795, 
 加:期初现金及现金等价物余额(万元),49090,67862,34164,26457,30997,34020,46245,6607,1926,1806,1011, 
 期末现金及现金等价物余额(万元),40438,49090,67862,34164,26457,30997,34020,46245,6607,1926,1806, 
 净利润(万元),18703,35275,13828,16579,9397,6373,5038,7446,6324,2709,2204, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),32829,3693,14150,1465,1067,560,96,48,95,145,86, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),17057,14103,9941,7506,4836,3560,2153,1570,1135,790,576, 
 无形资产摊销(万元),1346,922,357,313,123,94,137,86,26,7,16, 
 长期待摊费用摊销(万元),669,331,265,181,70,61,58,21,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,19,7,8, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-495,-30,24,45,25,14,28,7,0,5,52, 
 固定资产报废损失(万元),498,211,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-9028,1942,176,78,55,-95,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3225,1370,1066,-366,-122,87,126,141,150,85,32, 
 投资损失(万元),1345,-6502,-3412,-365,-21,-87,12,65,9,--,--, 
 递延所得税资产减少(万元),-1126,-648,-1460,-252,-210,-408,-172,-128,-242,-265,-173, 
 递延所得税负债增加(万元),1916,1421,176,9,-82,481,--,--,--,--,--, 
 存货的减少(万元),141,-15353,-12672,-4039,-6421,-21,60,-10,-3437,-703,-1818, 
