 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),114172,102115,86344,82159,77534,68366,56070, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),3292,2984,1676,1108,1707,1235,1166, 
 收到的其他与经营活动有关的现金(万元),1436,2269,879,1710,493,1510,18147, 
 经营活动现金流入小计(万元),118900,107369,88899,84978,79734,71110,75383, 
 购买商品、接受劳务支付的现金(万元),82789,79894,59786,56818,60955,56740,54023, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6852,6544,5283,3745,2981,2082,2060, 
 支付的各项税费(万元),4504,3897,4482,3151,2423,2078,2014, 
 支付的其他与经营活动有关的现金(万元),5138,4679,4342,4314,3734,3352,11280, 
 经营活动现金流出小计(万元),99283,95014,73893,68028,70092,64251,69377, 
 经营活动产生的现金流量净额(万元),19617,12354,15006,16950,9642,6859,6006, 
 收回投资所收到的现金(万元),271050,108140,75750,70850,63100,70600,61000, 
 取得投资收益所收到的现金(万元),2506,898,759,624,750,196,189, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),59,10,15,108,738,17,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),273615,109048,76524,71582,64588,70813,61206, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3775,2882,3587,1838,2927,1811,2898, 
 投资所支付的现金(万元),283900,151490,70350,78850,69100,84600,58000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),287675,154372,73937,80688,72027,86411,60898, 
 投资活动产生的现金流量净额(万元),-14060,-45324,2587,-9106,-7439,-15598,309, 
 吸收投资收到的现金(万元),--,50692,--,--,--,7813,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,2000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1234,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,51926,0,0,0,7813,2000, 
 偿还债务支付的现金(万元),--,--,--,--,--,2000,5000, 
 分配股利、利润或偿付利息所支付的现金(万元),6214,7259,14524,7256,3627,77,198, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,5,--,--, 
 支付其他与筹资活动有关的现金(万元),3958,854,--,309,25,--,--, 
 筹资活动现金流出小计(万元),10172,8113,14524,7565,3651,2077,5198, 
 筹资活动产生的现金流量净额(万元),-10172,43813,-14524,-7565,-3651,5736,-3198, 
 汇率变动对现金及现金等价物的影响(万元),-2,--,417,515,36,-45,27, 
 现金及现金等价物净增加额(万元),-4617,10844,3485,794,-1413,-3049,3144, 
 加:期初现金及现金等价物余额(万元),19050,8206,4721,3926,5339,8388,5243, 
 期末现金及现金等价物余额(万元),14433,19050,8206,4721,3926,5339,8388, 
 净利润(万元),22317,18837,15009,11386,11508,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),115,56,32,-32,6,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1271,1056,875,707,657,--,--, 
 无形资产摊销(万元),27,28,28,28,18,--,--, 
 长期待摊费用摊销(万元),114,146,139,32,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,20,31,-36,--,--, 
 固定资产报废损失(万元),-14,1,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),-446,416,-417,-515,-36,--,--, 
 投资损失(万元),-2506,-1133,-587,-538,-774,--,--, 
 递延所得税资产减少(万元),-45,-60,-2,164,-53,--,--, 
 递延所得税负债增加(万元),370,59,12,5,--,--,--, 
 存货的减少(万元),-564,-4662,-771,4487,-798,--,--, 
 经营性应收项目的减少(万元),-1515,-2306,-1251,697,-843,--,--, 
 经营性应付项目的增加(万元),431,-77,1919,498,-6,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),63,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),19617,12354,15006,16950,9642,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),14433,19050,8206,4721,3926,5339,8388, 
 现金的期初余额(万元),19050,8206,4721,3926,5339,8388,5243, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-4617,10844,3485,794,-1413,-3049,3144, 

