 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),42778,35554,35635,34027,32385,32916, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),50,--,98,22,--,100, 
 收到的其他与经营活动有关的现金(万元),340,1529,355,331,254,131, 
 经营活动现金流入小计(万元),43169,37083,36088,34381,32640,33147, 
 购买商品、接受劳务支付的现金(万元),18608,13332,12918,11282,12592,15599, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14888,12873,11276,11076,9652,8684, 
 支付的各项税费(万元),3556,2953,3103,3896,2666,3102, 
 支付的其他与经营活动有关的现金(万元),5905,4744,3834,4573,3940,3270, 
 经营活动现金流出小计(万元),42958,33902,31131,30828,28850,30655, 
 经营活动产生的现金流量净额(万元),211,3180,4957,3553,3789,2491, 
 收回投资所收到的现金(万元),38500,7000,22770,5400,--,--, 
 取得投资收益所收到的现金(万元),594,29,108,19,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,11,8,1785,4,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),39100,7040,22886,7204,4,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7365,3511,4593,548,3758,639, 
 投资所支付的现金(万元),25100,20900,24583,7326,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),520,--,56,--,543,--, 
 支付的其他与投资活动有关的现金(万元),29,236,--,50,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),33014,24646,29233,7924,4302,639, 
 投资活动产生的现金流量净额(万元),6086,-17607,-6347,-720,-4298,-639, 
 吸收投资收到的现金(万元),2536,27335,--,3270,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,145,--,--,--,--, 
 取得借款收到的现金(万元),--,475,100,2500,2500,300, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),41,20,--,--,--,--, 
 筹资活动现金流入小计(万元),2577,27830,100,5770,2500,300, 
 偿还债务支付的现金(万元),--,475,100,2500,2500,1300, 
 分配股利、利润或偿付利息所支付的现金(万元),1980,995,1,1353,18,1157, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,1188,--,--,--,--, 
 筹资活动现金流出小计(万元),1980,2657,101,3853,2518,2457, 
 筹资活动产生的现金流量净额(万元),597,25173,-1,1917,-18,-2157, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),6893,10746,-1392,4750,-527,-304, 
 加:期初现金及现金等价物余额(万元),19511,8765,10156,5406,5933,6237, 
 期末现金及现金等价物余额(万元),26404,19511,8765,10156,5406,5933, 
 净利润(万元),6324,6589,5497,4161,3769,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),1558,678,458,500,513,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),987,669,569,632,563,--, 
 无形资产摊销(万元),143,145,133,142,79,--, 
 长期待摊费用摊销(万元),33,52,69,54,52,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1,114,29,-31,15,--, 
 固定资产报废损失(万元),4,12,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),-41,-15,1,38,18,--, 
 投资损失(万元),-594,-29,-108,-19,--,--, 
 递延所得税资产减少(万元),-704,-342,-74,22,-191,--, 
 递延所得税负债增加(万元),-11,-81,-13,-13,--,--, 
 存货的减少(万元),-1366,825,-179,236,-1836,--, 
 经营性应收项目的减少(万元),-7624,-6700,-3334,-2582,-3328,--, 
 经营性应付项目的增加(万元),653,1385,1867,473,4210,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),846,-122,--,--,--,--, 
 经营活动产生现金流量净额(万元),211,3180,4957,3553,3789,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),26404,19511,8765,10156,5406,5933, 
 现金的期初余额(万元),19511,8765,10156,5406,5933,6237, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),6893,10746,-1392,4750,-527,-304, 

