 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),9067,18040,6081,13706,6650,4103, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),746,516,148,190,23,27, 
 经营活动现金流入小计(万元),9813,18556,6229,13896,6673,4130, 
 购买商品、接受劳务支付的现金(万元),3167,2089,1406,1430,1560,2282, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3636,2722,1875,1469,1185,1041, 
 支付的各项税费(万元),2776,3734,2003,2381,1509,701, 
 支付的其他与经营活动有关的现金(万元),384,626,314,208,127,129, 
 经营活动现金流出小计(万元),9963,9171,5598,5488,4381,4154, 
 经营活动产生的现金流量净额(万元),-151,9385,630,8407,2292,-24, 
 收回投资所收到的现金(万元),88400,17040,1000,3600,3000,--, 
 取得投资收益所收到的现金(万元),1049,147,3,12,25,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),334,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1156,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),89783,17187,1003,4768,3025,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6863,5806,6567,5443,1530,265, 
 投资所支付的现金(万元),97250,35040,1000,3100,3500,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,140,1000,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),104113,40846,7567,8683,6030,265, 
 投资活动产生的现金流量净额(万元),-14330,-23659,-6564,-3915,-3004,-265, 
 吸收投资收到的现金(万元),--,35797,--,1514,--,5310, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,3000,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,640,450,1462,55,1190, 
 筹资活动现金流入小计(万元),0,36436,3450,2976,55,6500, 
 偿还债务支付的现金(万元),--,--,--,--,790,150, 
 分配股利、利润或偿付利息所支付的现金(万元),2054,1555,1542,1000,1007,75, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),39,456,337,1370,--,238, 
