 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),23992,22612,15912,14845,16606, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),68,94,42,--,--, 
 收到的其他与经营活动有关的现金(万元),2546,609,721,209,865, 
 经营活动现金流入小计(万元),26606,23315,16675,15054,17471, 
 购买商品、接受劳务支付的现金(万元),13080,9332,8382,7278,9216, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3727,3378,2472,2422,2401, 
 支付的各项税费(万元),3034,3157,2040,1608,1937, 
 支付的其他与经营活动有关的现金(万元),1699,1447,1739,1225,1624, 
 经营活动现金流出小计(万元),21540,17313,14632,12533,15178, 
 经营活动产生的现金流量净额(万元),5066,6001,2042,2522,2292, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,6,4,0,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10,639,700,1996,1437, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),12,645,704,1996,1447, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2404,2982,1281,1945,214, 
 投资所支付的现金(万元),--,163,33,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),192,103,685,1617,1642, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),2596,3248,1998,3562,1856, 
 投资活动产生的现金流量净额(万元),-2584,-2603,-1294,-1566,-409, 
 吸收投资收到的现金(万元),--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),5811,3400,6200,6100,8100, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2230,175,2516,5645,4903, 
 筹资活动现金流入小计(万元),8041,3575,8716,11745,13003, 
 偿还债务支付的现金(万元),4773,5800,6200,8600,9439, 
 分配股利、利润或偿付利息所支付的现金(万元),1370,1205,271,439,602, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3584,1477,2412,3029,4569, 
 筹资活动现金流出小计(万元),9727,8482,8882,12068,14610, 
 筹资活动产生的现金流量净额(万元),-1685,-4907,-167,-324,-1607, 
 汇率变动对现金及现金等价物的影响(万元),31,--,0,0,0, 
 现金及现金等价物净增加额(万元),827,-1509,582,631,276, 
 加:期初现金及现金等价物余额(万元),1154,2663,2082,1450,1174, 
 期末现金及现金等价物余额(万元),1981,1154,2663,2082,1450, 
 净利润(万元),6375,5019,3197,557,-133, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),278,3,150,490,581, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1920,1526,1352,1299,1309, 
 无形资产摊销(万元),175,149,171,171,171, 
 长期待摊费用摊销(万元),--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1,--,--,0,--, 
 固定资产报废损失(万元),--,9,65,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),702,550,422,463,598, 
 投资损失(万元),18,80,33,--,--, 
 递延所得税资产减少(万元),-46,-6,-32,-80,-96, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),1115,-163,144,690,414, 
 经营性应收项目的减少(万元),-10367,-2550,-4514,-2261,-1981, 
 经营性应付项目的增加(万元),4897,1384,1056,1194,1429, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),5066,6001,2042,2522,2292, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),1981,1154,2663,2082,1450, 
 现金的期初余额(万元),1154,2663,2082,1450,1174, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),827,-1509,582,631,276, 

