 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),144540,146950,132922,105109,87403,59136, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),16,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),7180,2127,2822,4035,686,2077, 
 经营活动现金流入小计(万元),151736,149077,135744,109144,88090,61212, 
 购买商品、接受劳务支付的现金(万元),21670,57301,60097,51906,44102,32843, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10899,7664,6459,5776,4354,2798, 
 支付的各项税费(万元),17406,14872,12069,9274,7052,4926, 
 支付的其他与经营活动有关的现金(万元),77902,55105,42518,38734,31708,7078, 
 经营活动现金流出小计(万元),127876,134942,121143,105689,87215,47644, 
 经营活动产生的现金流量净额(万元),23860,14135,14601,3455,874,13568, 
 收回投资所收到的现金(万元),166935,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2381,0,18,1075,10,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,3,--,--,11,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,0,15900,29729,29954,1100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),169317,3,15918,30804,29975,1111, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),25677,2849,2855,4233,11221,8758, 
 投资所支付的现金(万元),102435,67000,--,--,728,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),360,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,15900,12050,44649,3784, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),128472,69849,18755,16283,56598,12542, 
 投资活动产生的现金流量净额(万元),40845,-69846,-2838,14521,-26623,-11432, 
 吸收投资收到的现金(万元),3280,63034,--,480,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,480,--,--, 
 取得借款收到的现金(万元),14050,--,4787,7970,39643,15409, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1707,--,--,2740,4380, 
 筹资活动现金流入小计(万元),17330,64741,4787,8450,42383,19789, 
 偿还债务支付的现金(万元),11204,6783,8508,12021,7887,19616, 
 分配股利、利润或偿付利息所支付的现金(万元),4139,1558,1844,14791,2053,716, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,1322,--,--,5677,3478, 
 筹资活动现金流出小计(万元),15343,9663,10352,26812,15618,23810, 
 筹资活动产生的现金流量净额(万元),1988,55078,-5565,-18362,26765,-4021, 
 汇率变动对现金及现金等价物的影响(万元),-0,-3,3,--,--,--, 
 现金及现金等价物净增加额(万元),66693,-636,6201,-386,1017,-1884, 
 加:期初现金及现金等价物余额(万元),8468,9103,2903,3288,2272,4156, 
 期末现金及现金等价物余额(万元),75160,8468,9103,2903,3288,2272, 
 净利润(万元),20769,15482,13584,6040,3920,3232, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),1088,123,292,255,194,-129, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2131,1881,1849,1764,1202,980, 
 无形资产摊销(万元),1474,1476,1270,1073,561,359, 
 长期待摊费用摊销(万元),--,0,26,22,22,22, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-0,89,30,18,-5,-1, 
 固定资产报废损失(万元),2,11,--,--,--,--, 
 公允价值变动损失(万元),--,0,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),1741,1552,1825,2180,2030,716, 
 投资损失(万元),-2259,0,-18,-3,-10,0, 
 递延所得税资产减少(万元),-309,-242,4,-82,204,177, 
 递延所得税负债增加(万元),--,0,--,--,--,--, 
 存货的减少(万元),5551,-3405,943,-3328,-2713,705, 
 经营性应收项目的减少(万元),-12343,-3804,-6941,-4560,-4479,5048, 
 经营性应付项目的增加(万元),5299,973,1736,-3238,-53,2460, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),716,--,--,3313,--,--, 
 经营活动产生现金流量净额(万元),23860,14135,14601,3455,874,13568, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),75160,8468,9103,2903,3288,2272, 
 现金的期初余额(万元),8468,9103,2903,3288,2272,4156, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),66693,-636,6201,-386,1017,-1884, 

