 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),302522,151122,70596,16344,12339,14356,12767, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),155,--,--,58,--,--,--, 
 收到的其他与经营活动有关的现金(万元),875,617,472,278,388,192,137, 
 经营活动现金流入小计(万元),303552,151739,71068,16680,12726,14548,12904, 
 购买商品、接受劳务支付的现金(万元),272617,145699,66747,6936,3146,3434,2694, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8991,7274,6906,6139,5975,5069,4314, 
 支付的各项税费(万元),4673,2639,1113,943,1423,1041,1232, 
 支付的其他与经营活动有关的现金(万元),9540,4921,3052,2885,3150,3239,3132, 
 经营活动现金流出小计(万元),295822,160533,77818,16902,13694,12783,11371, 
 经营活动产生的现金流量净额(万元),7730,-8795,-6751,-222,-968,1766,1533, 
 收回投资所收到的现金(万元),--,684,216,--,--,4800,25900, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,50,109, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,5,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,10,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,1000,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,684,216,5,1000,4860,26009, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),483,349,126,43,41,160,447, 
 投资所支付的现金(万元),50,--,--,900,200,4800,23900, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,12,44,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),533,361,170,943,241,4960,24347, 
 投资活动产生的现金流量净额(万元),-533,323,46,-938,759,-100,1662, 
 吸收投资收到的现金(万元),--,16470,5448,--,--,--,1920, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,804,--,--,--,--,--, 
 取得借款收到的现金(万元),37788,11440,2000,1400,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,15666,--,--,--,--, 
 筹资活动现金流入小计(万元),37788,27910,23114,1400,0,0,1920, 
 偿还债务支付的现金(万元),35228,2000,1250,150,1680,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),779,1914,67,21,--,1800,1200, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),49,730,15685,--,--,--,--, 
 筹资活动现金流出小计(万元),36057,4644,17002,171,1680,1800,1200, 
 筹资活动产生的现金流量净额(万元),1732,23266,6112,1229,-1680,-1800,720, 
 汇率变动对现金及现金等价物的影响(万元),24,-9,-1,-0,--,--,--, 
 现金及现金等价物净增加额(万元),8953,14785,-594,69,-1889,-135,3915, 
 加:期初现金及现金等价物余额(万元),18404,3619,4212,4143,6032,6167,2251, 
 期末现金及现金等价物余额(万元),27357,18404,3619,4212,4143,6032,6167, 
 净利润(万元),10798,6218,2652,1201,578,1446,1141, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),83,150,129,69,2,16,9, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),184,124,106,114,123,131,105, 
 无形资产摊销(万元),90,66,59,70,71,49,7, 
 长期待摊费用摊销(万元),13,13,7,--,20,1,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,3,0,--,0, 
 固定资产报废损失(万元),--,0,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),776,511,68,21,--,--,--, 
 投资损失(万元),12,--,--,--,--,-50,-110, 
 递延所得税资产减少(万元),9,185,-234,-10,-0,-2,-2, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-679,-1693,-4893,-957,-123,99,65, 
 经营性应收项目的减少(万元),-11590,2060,-13537,-2265,-48,164,-874, 
 经营性应付项目的增加(万元),8534,-16428,8893,1534,-1589,-89,1193, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),-500,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),7730,-8795,-6751,-222,-968,1766,1533, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),27357,18404,3619,4212,4143,6032,6167, 
 现金的期初余额(万元),18404,3619,4212,4143,6032,6167,2251, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),8953,14785,-594,69,-1889,-135,3915, 

