 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),358576,332096,247961,251227,263394,206019, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),482,703,1110,165,385,120, 
 收到的其他与经营活动有关的现金(万元),1069,949,1471,824,1116,1486, 
 经营活动现金流入小计(万元),360126,333747,250541,252216,264895,207626, 
 购买商品、接受劳务支付的现金(万元),329561,324786,226568,226790,242126,198831, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4779,4399,3991,3328,3030,2467, 
 支付的各项税费(万元),5951,6762,5295,3780,3798,2709, 
 支付的其他与经营活动有关的现金(万元),6089,7966,7620,8677,7959,7641, 
 经营活动现金流出小计(万元),346380,343913,243474,242574,256912,211648, 
 经营活动产生的现金流量净额(万元),13746,-10166,7067,9641,7983,-4022, 
 收回投资所收到的现金(万元),--,--,--,328,4,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),27,2,4,15,473,21, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),507,161,31,25,109,157, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),534,163,34,367,586,178, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5540,1099,953,723,2097,2563, 
 投资所支付的现金(万元),--,--,121,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5540,1099,1074,723,2097,2563, 
 投资活动产生的现金流量净额(万元),-5006,-936,-1040,-357,-1512,-2386, 
 吸收投资收到的现金(万元),--,37916,--,2310,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),15500,32281,21969,32893,42104,40686, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),15500,70197,21969,35203,42104,40686, 
 偿还债务支付的现金(万元),21500,26717,22069,42521,50634,32161, 
 分配股利、利润或偿付利息所支付的现金(万元),4064,3041,2770,1427,9571,1901, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,1528,--,--,--,--, 
 筹资活动现金流出小计(万元),25564,31286,24839,43949,60205,34062, 
 筹资活动产生的现金流量净额(万元),-10064,38911,-2870,-8746,-18101,6624, 
 汇率变动对现金及现金等价物的影响(万元),203,-224,324,181,2,-38, 
 现金及现金等价物净增加额(万元),-1121,27585,3482,720,-11628,178, 
