 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),200762,213109,219029,206290,194447,190293,187792,190019,164634,138573,120329, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6605,474,1411,2523,4897,4675,2148,8379,415,424,459, 
 经营活动现金流入小计(万元),207367,213583,220440,208813,199344,194968,189939,198397,165049,138997,120788, 
 购买商品、接受劳务支付的现金(万元),139039,169218,139928,146039,124053,130712,131919,151660,129608,103989,91930, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12808,12177,11988,12460,11470,10915,9563,7678,4729,3228,3138, 
 支付的各项税费(万元),13968,14481,13230,12837,15194,15221,17319,10555,8395,10057,6987, 
 支付的其他与经营活动有关的现金(万元),23356,17424,18988,19227,22271,25104,16343,17228,14103,12427,11825, 
 经营活动现金流出小计(万元),189170,213300,184134,190563,172988,181952,175144,187121,156835,129700,113881, 
 经营活动产生的现金流量净额(万元),18197,284,36306,18249,26356,13016,14795,11276,8214,9296,6907, 
 收回投资所收到的现金(万元),3000,10000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),857,150,5530,416,359,1296,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),77,55,82,145,5,--,20,--,73,1,--, 
