 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),85791,86613,54366,43793,41179,56065,30671,31631,38716,28703,20348, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,250,155,49,138,145,184,--,--,--, 
 收到的其他与经营活动有关的现金(万元),12736,10429,1634,3985,2055,3737,2564,3046,993,771,821, 
 经营活动现金流入小计(万元),98527,97043,56250,47933,43283,59940,33380,34861,39709,29473,21168, 
 购买商品、接受劳务支付的现金(万元),31518,23913,11675,18435,21224,35539,23223,25783,22632,13700,12497, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7327,9536,6627,6067,5062,5414,3697,3967,2438,1876,1370, 
 支付的各项税费(万元),4235,6032,4660,3770,3615,6130,3404,3359,4379,2638,1843, 
 支付的其他与经营活动有关的现金(万元),32092,17618,8950,6956,8535,11671,7583,4853,6476,4050,2030, 
