 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),58078,53350,53765,45402,35493, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,2,35, 
 收到的其他与经营活动有关的现金(万元),1186,751,803,596,451, 
 经营活动现金流入小计(万元),59264,54101,54569,45999,35978, 
 购买商品、接受劳务支付的现金(万元),40445,38917,37477,26456,27941, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5461,5035,4522,4080,3623, 
 支付的各项税费(万元),1075,1039,2040,1145,754, 
 支付的其他与经营活动有关的现金(万元),3843,3733,4484,2202,3272, 
 经营活动现金流出小计(万元),50825,48724,48522,33882,35590, 
 经营活动产生的现金流量净额(万元),8440,5376,6046,12117,389, 
 收回投资所收到的现金(万元),20801,1030,12138,8524,18857, 
 取得投资收益所收到的现金(万元),78,6,234,111,150, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,1,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),20879,1036,12372,8635,19007, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),399,830,531,508,6890, 
 投资所支付的现金(万元),22901,--,3450,15542,14819, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),23300,830,3981,16050,21709, 
 投资活动产生的现金流量净额(万元),-2421,206,8390,-7415,-2702, 
 吸收投资收到的现金(万元),--,--,417,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,417,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,10, 
 分配股利、利润或偿付利息所支付的现金(万元),--,17384,--,--,0, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,17384,0,0,10, 
 筹资活动产生的现金流量净额(万元),0,-17384,417,0,-10, 
 汇率变动对现金及现金等价物的影响(万元),459,-726,528,413,-31, 
 现金及现金等价物净增加额(万元),6478,-12527,15382,5115,-2354, 
 加:期初现金及现金等价物余额(万元),9894,22422,7040,1925,4279, 
 期末现金及现金等价物余额(万元),16372,9894,22422,7040,1925, 
 净利润(万元),12391,8743,10412,9384,6610, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),629,0,-24,1258,475, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),424,416,431,471,132, 
 无形资产摊销(万元),457,735,645,380,197, 
 长期待摊费用摊销(万元),--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,1,1, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-1223,717,-1047,-317,31, 
 投资损失(万元),-100,-6,-234,-111,-150, 
 递延所得税资产减少(万元),-18,-17,24,-41,-15, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-9139,7081,-8518,6051,-8893, 
 经营性应收项目的减少(万元),2047,-5895,-1806,-1025,-2328, 
 经营性应付项目的增加(万元),2970,-6397,5246,-4828,3353, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,918,894,975, 
 经营活动产生现金流量净额(万元),8440,5376,6046,12117,389, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),16372,9894,22422,7040,1925, 
 现金的期初余额(万元),9894,22422,7040,1925,4279, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),6478,-12527,15382,5115,-2354, 

