 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),57728,55169,39945,32621,25020,21816,20490,17309, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3161,1754,1557,156,323,73,93,14, 
 收到的其他与经营活动有关的现金(万元),1206,899,796,403,676,1460,413,1730, 
 经营活动现金流入小计(万元),62094,57823,42299,33180,26020,23348,20997,19053, 
 购买商品、接受劳务支付的现金(万元),39357,28447,20350,17431,11510,10633,8291,8668, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11574,9048,6239,5278,5586,4242,3392,3077, 
 支付的各项税费(万元),3131,4061,3631,2485,2202,3237,3456,3353, 
 支付的其他与经营活动有关的现金(万元),3265,2853,2515,1714,1573,1329,3032,1398, 
 经营活动现金流出小计(万元),57327,44409,32735,26908,20872,19442,18170,16496, 
 经营活动产生的现金流量净额(万元),4767,13414,9564,6272,5148,3906,2827,2557, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,27,18,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,129,5,--,6,589,9,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,1800,1000,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14,129,1831,1018,6,589,9,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18399,39722,7657,4530,5549,7763,2746,2070, 
 投资所支付的现金(万元),1200,672,--,--,--,--,--,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,1800,1000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19599,40394,9457,5530,5549,7763,2746,3070, 
 投资活动产生的现金流量净额(万元),-19585,-40265,-7626,-4512,-5543,-7175,-2737,-3068, 
 吸收投资收到的现金(万元),490,294,24163,750,2595,454,45,1550, 
 其中：子公司吸收少数股东投资收到的现金(万元),490,294,--,750,2595,454,45,50, 
 取得借款收到的现金(万元),19450,22200,1000,6748,7657,6750,3583,2100, 
 发行债券收到的现金(万元),--,20010,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,4400,5200,2500,3500,1000,550, 
 筹资活动现金流入小计(万元),19940,42504,29562,12698,12752,10704,4628,4200, 
 偿还债务支付的现金(万元),21400,3500,9398,4950,7807,3200,2483,3102, 
 分配股利、利润或偿付利息所支付的现金(万元),3388,2383,2783,1465,1225,858,624,221, 
 其中：子公司支付给少数股东的股利、利润(万元),18,29,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),464,172,4928,5228,3528,2633,1044,550, 
 筹资活动现金流出小计(万元),25252,6055,17109,11643,12561,6691,4151,3874, 
 筹资活动产生的现金流量净额(万元),-5312,36449,12453,1055,191,4013,477,326, 
 汇率变动对现金及现金等价物的影响(万元),135,-74,-127,265,262,-21,-27,-6, 
 现金及现金等价物净增加额(万元),-19994,9524,14264,3080,59,723,540,-190, 
 加:期初现金及现金等价物余额(万元),29419,19895,5631,2551,2493,1770,1229,1420, 
 期末现金及现金等价物余额(万元),9425,29419,19895,5631,2551,2493,1770,1229, 
 净利润(万元),4411,7624,6772,5840,4951,4421,3876,4165, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1162,135,332,395,362,135,160,360, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7864,3977,2589,2434,2032,1322,1001,755, 
 无形资产摊销(万元),131,76,39,39,43,54,50,8, 
 长期待摊费用摊销(万元),101,19,8,7,4,--,--,2, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,-32,13,15,-10,-42,-13,-1, 
 固定资产报废损失(万元),32,23,--,--,--,--,2,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),1296,242,306,389,385,234,219,181, 
 投资损失(万元),-5,2,--,--,--,--,--,0, 
 递延所得税资产减少(万元),-195,-1,-72,-38,-90,-21,-27,1, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-4703,-6123,-1032,975,-1193,-838,1635,500, 
 经营性应收项目的减少(万元),-3741,-5537,-2575,-3234,-2052,-2450,-2336,-3713, 
 经营性应付项目的增加(万元),-1450,12935,3056,-286,978,1069,-1768,294, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),-135,74,127,-265,-262,21,27,6, 
 经营活动产生现金流量净额(万元),4767,13414,9564,6272,5148,3906,2827,2557, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),9425,29419,19895,5631,2551,2493,1770,1229, 
 现金的期初余额(万元),29419,19895,5631,2551,2493,1770,1229,1420, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-19994,9524,14264,3080,59,723,540,-190, 

