 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),1224,1855,2486,3923,4390,2901, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),129,7,14,1822,1644,999, 
 经营活动现金流入小计(万元),1353,1862,2500,5744,6034,3901, 
 购买商品、接受劳务支付的现金(万元),452,487,1351,2180,1536,1878, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),746,822,803,748,853,895, 
 支付的各项税费(万元),148,183,78,86,66,57, 
 支付的其他与经营活动有关的现金(万元),319,273,310,1987,3081,283, 
 经营活动现金流出小计(万元),1666,1765,2542,5002,5536,3112, 
 经营活动产生的现金流量净额(万元),-313,97,-42,743,498,789, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,9,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,9,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),258,456,26,310,309,572, 
 投资所支付的现金(万元),--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),258,456,26,310,309,572, 
 投资活动产生的现金流量净额(万元),-258,-456,-26,-310,-300,-572, 
 吸收投资收到的现金(万元),--,--,--,--,--,200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,50, 
 筹资活动现金流入小计(万元),0,0,0,0,0,250, 
 偿还债务支付的现金(万元),--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,0,0,0,0,0, 
 筹资活动产生的现金流量净额(万元),0,0,0,0,0,250, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-570,-359,-69,432,198,467, 
 加:期初现金及现金等价物余额(万元),669,1028,1097,664,467,--, 
 期末现金及现金等价物余额(万元),98,669,1028,1097,664,467, 
