 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),27195,27403,36437,38839,44177,29124,26893,25243, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1769,888,416,1000,--,--,--,162, 
 收到的其他与经营活动有关的现金(万元),4206,1434,2795,1277,1591,1651,1025,539, 
 经营活动现金流入小计(万元),33170,29726,39648,41116,45768,30774,27918,25944, 
 购买商品、接受劳务支付的现金(万元),504,676,765,704,895,782,618,497, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15450,15139,12228,9663,7932,5721,4092,2338, 
 支付的各项税费(万元),2193,2684,3397,4582,3124,3032,3173,2452, 
 支付的其他与经营活动有关的现金(万元),10050,9027,12333,8866,9871,5981,5131,4647, 
 经营活动现金流出小计(万元),28198,27526,28722,23814,21822,15516,13014,9934, 
 经营活动产生的现金流量净额(万元),4972,2200,10926,17302,23946,15258,14903,16010, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),3601,3130,2532,1450,447,598,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,1,2,6,7,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),262700,270761,24866,35830,6472,20735,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),266322,273892,27400,37286,6925,21333,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),309,447,602,330,430,1204,179,307, 
 投资所支付的现金(万元),1665,1503,--,724,208,200,65,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),291132,252520,94241,16248,15182,37848,17630,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),293106,254470,94843,17301,15819,39251,17874,307, 
 投资活动产生的现金流量净额(万元),-26785,19422,-67443,19985,-8894,-17918,-17874,-307, 
 吸收投资收到的现金(万元),3064,--,87597,--,--,68,44,147, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,900,3900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),3064,0,87597,0,0,68,944,4047, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,1933,2867, 
 分配股利、利润或偿付利息所支付的现金(万元),4460,7480,--,10280,2535,4265,4227,2320, 
 其中：子公司支付给少数股东的股利、利润(万元),480,480,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,1045,133,66,238,--,--, 
 筹资活动现金流出小计(万元),4460,7480,1045,10413,2601,4503,6160,5186, 
 筹资活动产生的现金流量净额(万元),-1396,-7480,86553,-10413,-2601,-4435,-5217,-1139, 
 汇率变动对现金及现金等价物的影响(万元),81,-112,123,99,-1,-15,-3,-21, 
 现金及现金等价物净增加额(万元),-23128,14030,30159,26973,12450,-7110,-8190,14543, 
 加:期初现金及现金等价物余额(万元),90914,76885,46726,19754,7304,14414,22604,8061, 
 期末现金及现金等价物余额(万元),67787,90914,76885,46726,19754,7304,14414,22604, 
 净利润(万元),9968,9074,15778,17586,16330,12639,12857,11449, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),296,38,28,6,16,-3,-42,27, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),306,338,428,491,397,412,360,319, 
 无形资产摊销(万元),138,109,49,54,37,34,27,8, 
 长期待摊费用摊销(万元),174,182,115,83,89,68,19,10, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-4,-0,-1,-1,-3,--,--,--, 
 固定资产报废损失(万元),29,8,8,0,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),-48,-2505,-1224,-1691,-1593,-966,22,160, 
 投资损失(万元),-3393,-12,37,45,88,--,--,--, 
 递延所得税资产减少(万元),-340,54,-46,-21,-91,15,180,48, 
 递延所得税负债增加(万元),--,--,--,--,--,-45,45,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-1408,-2471,-192,440,-129,-1000,-856,-169, 
 经营性应付项目的增加(万元),-951,-2616,-4054,310,8805,4104,2293,4157, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),206,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4972,2200,10926,17302,23946,15258,14903,16010, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),67787,90914,76885,46726,19754,7304,14414,22604, 
 现金的期初余额(万元),90914,76885,46726,19754,7304,14414,22604,8061, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-23128,14030,30159,26973,12450,-7110,-8190,14543, 

