 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),299503,192503,160070,113583,76458,71075,66084,57937,59509,38163,41846, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),18480,8860,6838,4143,4604,1168,2069,3771,1657,2105,1262, 
 收到的其他与经营活动有关的现金(万元),8896,5436,4173,2841,1594,2186,2884,408,1893,663,463, 
 经营活动现金流入小计(万元),326878,206799,171081,120566,82655,74429,71037,62116,63060,40931,43571, 
 购买商品、接受劳务支付的现金(万元),143478,93797,75252,70345,40964,34165,38815,37776,31317,21169,24592, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27915,25150,27941,16120,11012,10006,9172,7508,6297,4710,4464, 
 支付的各项税费(万元),39095,19731,16960,9583,6957,3552,4031,4892,4633,1511,2496, 
 支付的其他与经营活动有关的现金(万元),27703,19400,13523,16362,7584,6510,6897,4533,3758,2619,3394, 
 经营活动现金流出小计(万元),238191,158079,133676,112410,66517,54233,58915,54710,46005,30009,34945, 
 经营活动产生的现金流量净额(万元),88687,48720,37405,8156,16138,20196,12121,7406,17055,10922,8626, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,281,--,588, 
 取得投资收益所收到的现金(万元),773,1157,--,368,1401,40,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),153,135,276,201,72,11,86,3,115,229,46, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),128400,113285,1907,94638,61941,5150,470,428,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),129326,114577,2183,95207,63414,5200,556,431,396,229,634, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7906,9002,2061,72099,8509,13712,10581,7880,8933,4319,2980, 
 投资所支付的现金(万元),68632,11623,41193,4441,--,--,--,--,--,--,910, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),55106,194,987,18748,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),122800,148630,5160,89660,35500,34500,--,--,223,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),254444,169449,49401,184948,44009,48212,10581,7880,9156,4319,3890, 
 投资活动产生的现金流量净额(万元),-125117,-54872,-47218,-89741,19405,-43011,-10025,-7449,-8761,-4091,-3256, 
 吸收投资收到的现金(万元),--,230,65766,753,--,--,--,75416,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,230,112,753,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),79650,12661,51744,92644,--,--,6000,19025,13640,26183,26907, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),8022,12091,31500,--,--,--,1500,541,4612,2000,--, 
 筹资活动现金流入小计(万元),87672,24982,149010,93398,0,0,7500,94983,18251,28183,26907, 
 偿还债务支付的现金(万元),14194,30847,83624,1012,--,--,18674,15875,17306,28894,28607, 
 分配股利、利润或偿付利息所支付的现金(万元),27805,14093,4845,10138,8439,5400,5829,3934,1679,3384,1766, 
 其中：子公司支付给少数股东的股利、利润(万元),439,59,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),19005,8022,7671,31500,12000,--,--,1500,6553,927,--, 
 筹资活动现金流出小计(万元),61004,52962,96140,42650,20439,5400,24503,21309,25537,33205,30373, 
 筹资活动产生的现金流量净额(万元),26668,-27980,52870,50747,-20439,-5400,-17003,73674,-7286,-5022,-3466, 
 汇率变动对现金及现金等价物的影响(万元),3972,-1781,581,649,193,-753,-97,-362,-266,-55,-568, 
 现金及现金等价物净增加额(万元),-5790,-35912,43638,-30188,15298,-28969,-15003,73269,743,1754,1336, 
 加:期初现金及现金等价物余额(万元),28130,64042,20404,50593,35295,64264,79267,5998,5256,3502,2166, 
 期末现金及现金等价物余额(万元),22340,28130,64042,20404,50593,35295,64264,79267,5998,5256,3502, 
 净利润(万元),68616,46503,30006,10998,19423,10213,10169,13212,14010,5051,2873, 
 少数股东损益(万元),--,--,--,--,--,-22,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),18422,2880,-32,781,360,114,864,-10,430,499,104, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6552,6645,6842,6074,4967,3753,3330,2540,2368,2346,2324, 
 无形资产摊销(万元),3251,1677,1937,1088,81,77,109,148,171,181,174, 
 长期待摊费用摊销(万元),900,638,416,117,6,1,1,2,2,8,4, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),107,249,162,78,165,79,23,20,110,380,7, 
 固定资产报废损失(万元),41,72,64,9,16,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-796,3361,679,-65,-187,753,503,944,942,1084,1999, 
 投资损失(万元),-618,-589,246,-368,-1401,-40,--,--,0,-1,323, 
 递延所得税资产减少(万元),86,-1605,-162,-1861,-105,43,-130,7,48,-26,54, 
 递延所得税负债增加(万元),1281,256,1802,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-11540,-5470,942,-9713,-4104,3534,406,-7104,188,3584,-4108, 
 经营性应收项目的减少(万元),-1952,-17755,-2208,-5786,-6686,-167,-2389,-2049,1296,-2493,4452, 
 经营性应付项目的增加(万元),4338,11860,-3289,6803,3603,1857,-764,-304,-2510,310,420, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),88687,48720,37405,8156,16138,20196,12121,7406,17055,10922,8626, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22340,28130,64042,20404,50593,35295,64264,79267,5998,5256,3502, 
 现金的期初余额(万元),28130,64042,20404,50593,35295,64264,79267,5998,5256,3502,2166, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,0,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5790,-35912,43638,-30188,15298,-28969,-15003,73269,743,1754,1336, 

