 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),33564,28208,23789,17393,12968, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),896,962,713,560,317, 
 收到的其他与经营活动有关的现金(万元),906,445,957,378,566, 
 经营活动现金流入小计(万元),35367,29614,25459,18331,13850, 
 购买商品、接受劳务支付的现金(万元),7229,6483,6047,5242,3675, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7970,5964,4750,2937,1821, 
 支付的各项税费(万元),4926,4530,3918,2536,1931, 
 支付的其他与经营活动有关的现金(万元),7429,5929,4648,3808,3074, 
 经营活动现金流出小计(万元),27554,22906,19362,14523,10501, 
 经营活动产生的现金流量净额(万元),7813,6708,6097,3808,3349, 
 收回投资所收到的现金(万元),--,16600,15979,4848,5715, 
 取得投资收益所收到的现金(万元),--,124,98,29,49, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,143,3,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,164,100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),1,16724,16220,5044,5864, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6158,1567,433,310,266, 
 投资所支付的现金(万元),--,16600,15749,2736,6306, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1119,1400,2064,1600,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,240, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),7277,19567,18246,4645,6813, 
 投资活动产生的现金流量净额(万元),-7277,-2843,-2026,399,-948, 
 吸收投资收到的现金(万元),28416,--,4620,2729,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,300,300, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,128, 
 筹资活动现金流入小计(万元),28416,0,4620,3029,428, 
 偿还债务支付的现金(万元),--,--,300,300,1500, 
 分配股利、利润或偿付利息所支付的现金(万元),--,1040,1647,746,362, 
 其中：子公司支付给少数股东的股利、利润(万元),--,40,32,32,24, 
 支付其他与筹资活动有关的现金(万元),2345,--,--,--,292, 
 筹资活动现金流出小计(万元),2345,1040,1947,1046,2154, 
 筹资活动产生的现金流量净额(万元),26071,-1040,2673,1983,-1726, 
 汇率变动对现金及现金等价物的影响(万元),25,-15,20,2,-0, 
 现金及现金等价物净增加额(万元),26632,2810,6764,6191,674, 
 加:期初现金及现金等价物余额(万元),16982,14172,7408,1216,542, 
 期末现金及现金等价物余额(万元),43614,16982,14172,7408,1216, 
 净利润(万元),7108,6020,4931,2970,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),157,-5,-128,116,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),433,416,385,290,--, 
 无形资产摊销(万元),484,487,484,6,--, 
 长期待摊费用摊销(万元),95,77,33,15,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-0,0,-18,--,--, 
 固定资产报废损失(万元),5,1,2,9,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-25,15,-15,3,--, 
 投资损失(万元),55,-94,-80,-29,--, 
 递延所得税资产减少(万元),-73,-10,3,-220,--, 
 递延所得税负债增加(万元),16,--,--,--,--, 
 存货的减少(万元),-106,-347,-415,19,--, 
 经营性应收项目的减少(万元),-1763,-160,121,-1425,--, 
 经营性应付项目的增加(万元),1427,308,795,620,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,1435,--, 
 经营活动产生现金流量净额(万元),7813,6708,6097,3808,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),43614,16982,14172,7408,1216, 
 现金的期初余额(万元),16982,14172,7408,1216,542, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),26632,2810,6764,6191,674, 

