 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),98072,83927,71152,72213,77159, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),3269,2408,1742,1653,1548, 
 收到的其他与经营活动有关的现金(万元),2127,1096,633,739,987, 
 经营活动现金流入小计(万元),103468,87431,73528,74605,79693, 
 购买商品、接受劳务支付的现金(万元),52531,45933,35957,38315,38841, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27901,24200,20761,19670,20885, 
 支付的各项税费(万元),4071,4162,3091,3293,3309, 
 支付的其他与经营活动有关的现金(万元),42203,5372,4804,4140,4419, 
 经营活动现金流出小计(万元),126706,79667,64613,65419,67454, 
 经营活动产生的现金流量净额(万元),-23238,7764,8914,9186,12239, 
 收回投资所收到的现金(万元),15188,1463,3611,1533,866, 
 取得投资收益所收到的现金(万元),28,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),290,82,4621,169,47, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,10,--,--, 
 收到的其他与投资活动有关的现金(万元),--,104,221,2089,3675, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),15506,1648,8463,3791,4588, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5055,4174,3617,3767,3586, 
 投资所支付的现金(万元),15583,1460,3300,300,1531, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),498,--,--,50,5197, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),21136,5634,6917,4117,10315, 
 投资活动产生的现金流量净额(万元),-5630,-3986,1546,-327,-5727, 
 吸收投资收到的现金(万元),42328,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),8640,17600,22050,31996,42691, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,126,260, 
 筹资活动现金流入小计(万元),50968,17600,22050,32122,42951, 
 偿还债务支付的现金(万元),14140,21800,25750,34342,45619, 
 分配股利、利润或偿付利息所支付的现金(万元),4796,4295,2997,2963,3986, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2241,--,--,369,945, 
 筹资活动现金流出小计(万元),21178,26095,28747,37674,50549, 
 筹资活动产生的现金流量净额(万元),29790,-8495,-6697,-5552,-7598, 
 汇率变动对现金及现金等价物的影响(万元),574,-912,1320,1028,74, 
 现金及现金等价物净增加额(万元),1496,-5629,5083,4335,-1011, 
 加:期初现金及现金等价物余额(万元),9776,15405,10322,5986,6998, 
 期末现金及现金等价物余额(万元),11272,9776,15405,10322,5986, 
