 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),99965,104452,57945,73297,62121, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),543,744,1557,792,1015, 
 收到的其他与经营活动有关的现金(万元),1032,4167,1139,602,934, 
 经营活动现金流入小计(万元),101540,109364,60640,74691,64070, 
 购买商品、接受劳务支付的现金(万元),70962,75942,65642,58061,61557, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5721,5743,3587,3154,2487, 
 支付的各项税费(万元),5367,7128,4319,1658,1251, 
 支付的其他与经营活动有关的现金(万元),7166,4616,3915,6028,2564, 
 经营活动现金流出小计(万元),89216,93430,77463,68901,67859, 
 经营活动产生的现金流量净额(万元),12324,15934,-16823,5790,-3789, 
 收回投资所收到的现金(万元),--,--,5000,--,--, 
 取得投资收益所收到的现金(万元),--,--,2,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,5002,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1024,5302,1867,10009,10454, 
 投资所支付的现金(万元),--,--,--,5000,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),1024,5302,1867,15009,10454, 
 投资活动产生的现金流量净额(万元),-1024,-5302,3136,-15009,-10454, 
 吸收投资收到的现金(万元),--,--,--,15927,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),34600,42500,32290,25808,23051, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,10191,4689,9360,14994, 
 筹资活动现金流入小计(万元),34600,52691,36979,51095,38045, 
 偿还债务支付的现金(万元),42500,32290,25308,23551,24239, 
 分配股利、利润或偿付利息所支付的现金(万元),5089,3004,1996,2485,1937, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2629,18054,2242,8541,35, 
