 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),156816,140477,113986,98363,112773,101900, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),4240,3560,4331,5347,5895,2852, 
 收到的其他与经营活动有关的现金(万元),1317,1916,10399,4772,2553,5305, 
 经营活动现金流入小计(万元),162373,145953,128716,108483,121220,110057, 
 购买商品、接受劳务支付的现金(万元),52801,52687,46808,49121,70499,52234, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11941,10124,8577,7259,6150,5594, 
 支付的各项税费(万元),8277,5421,5588,6228,5748,5085, 
 支付的其他与经营活动有关的现金(万元),3588,4084,3082,2430,2596,2717, 
 经营活动现金流出小计(万元),76606,72316,64055,65038,84993,65630, 
 经营活动产生的现金流量净额(万元),85767,73637,64661,43445,36227,44427, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,280,175,11079,9540, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),55,33,11,44,91,25, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),55,33,291,219,11170,9565, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),68264,63750,137731,136445,87322,38057, 
 投资所支付的现金(万元),60000,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),128264,63750,137731,136445,87322,38057, 
 投资活动产生的现金流量净额(万元),-128208,-63717,-137441,-136226,-76151,-28492, 
 吸收投资收到的现金(万元),105932,6594,3200,97920,89550,8320, 
 其中：子公司吸收少数股东投资收到的现金(万元),4860,6594,3200,4720,--,--, 
 取得借款收到的现金(万元),43886,44200,137516,53253,83326,149918, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,10000,24300,--, 
 筹资活动现金流入小计(万元),149818,50794,140716,161173,197176,158238, 
 偿还债务支付的现金(万元),38540,51560,40367,44018,93160,137099, 
 分配股利、利润或偿付利息所支付的现金(万元),24986,24073,9991,10531,19862,18419, 
 其中：子公司支付给少数股东的股利、利润(万元),718,1554,780,900,--,--, 
 支付其他与筹资活动有关的现金(万元),7933,5821,6122,5733,4908,--, 
 筹资活动现金流出小计(万元),71459,81454,56480,60283,117930,155518, 
 筹资活动产生的现金流量净额(万元),78359,-30660,84237,100890,79246,2720, 
 汇率变动对现金及现金等价物的影响(万元),197,-40,38,11,0,-0, 
 现金及现金等价物净增加额(万元),36114,-20779,11495,8120,39322,18654, 
 加:期初现金及现金等价物余额(万元),66538,87316,75821,67701,28380,9726, 
 期末现金及现金等价物余额(万元),102652,66538,87316,75821,67701,28380, 
 净利润(万元),36114,35917,32455,16156,22114,1015, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),2243,2214,-1666,879,-1296,12396, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),31321,30635,23568,17924,13417,12272, 
 无形资产摊销(万元),338,319,201,175,157,132, 
 长期待摊费用摊销(万元),76,163,84,72,36,30, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-6,245,221,-13,296,-15, 
 固定资产报废损失(万元),-23,-13,63,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),13161,13756,10266,9719,8367,9223, 
 投资损失(万元),1736,912,919,-832,-11408,-10132, 
 递延所得税资产减少(万元),-113,-299,-188,-52,1,-4, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-335,109,-187,-576,12270,-370, 
 经营性应收项目的减少(万元),-2469,-25358,-5635,56546,-19807,13643, 
 经营性应付项目的增加(万元),3722,15023,4456,-56544,12082,6237, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,14,105,-8,--,--, 
 经营活动产生现金流量净额(万元),85767,73637,64661,43445,36227,44427, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,23588,--, 
 现金的期末余额(万元),102652,66538,87316,75821,67701,28380, 
 现金的期初余额(万元),66538,87316,75821,67701,28380,9726, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),36114,-20779,11495,8120,39322,18654, 

