 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),121084,94732,62498,79786,84694,102530,126956,144310,131592,95030,91079, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),249,72,96,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10011,303,439,2715,391,1599,5170,887,7038,1949,6167, 
 经营活动现金流入小计(万元),131344,95107,63033,82501,85085,104129,132126,145196,138631,96979,97246, 
 购买商品、接受劳务支付的现金(万元),115888,84042,49027,57894,54370,92861,95217,105309,95182,66307,72306, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9490,7198,6474,5948,5883,9158,9725,6406,4998,4154,3055, 
 支付的各项税费(万元),5165,4712,3368,3323,2885,6731,8760,9915,8757,9639,7032, 
 支付的其他与经营活动有关的现金(万元),22426,7600,7104,5044,6583,10403,8971,14353,15248,15854,11850, 
 经营活动现金流出小计(万元),152969,103552,65973,72209,69721,119153,122674,135983,124185,95955,94243, 
 经营活动产生的现金流量净额(万元),-21626,-8445,-2940,10293,15364,-15024,9452,9214,14446,1024,3003, 
 收回投资所收到的现金(万元),16405,34069,54002,15800,79755,--,--,--,252,321,3, 
 取得投资收益所收到的现金(万元),70,81,208,524,57,20,15,7,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),69,0,9,28,86,59,57,87,289,694,116, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,235, 
 收到的其他与投资活动有关的现金(万元),699,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),17242,34150,54218,16352,79899,79,72,94,541,1015,354, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1573,676,877,1078,6323,10627,17705,15241,14734,7413,7389, 
 投资所支付的现金(万元),17655,34069,46002,23800,79654,--,--,--,2100,550,760, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1702,--,--,--,--,--,--,5306,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),20930,34745,46879,24878,85977,10627,17705,20548,16834,7963,8149, 
 投资活动产生的现金流量净额(万元),-3688,-595,7339,-8526,-6078,-10548,-17634,-20453,-16293,-6947,-7796, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,76193,--,5500,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),47036,23500,12800,14000,12800,34590,52727,71388,73645,35977,20700, 
 发行债券收到的现金(万元),--,--,--,--,--,--,30000,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2814,--,--,129,908,4610,4204,5877,1947,1000,--, 
