 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),85858,89450,51320,58666,71777,56072,50641,58626,62494,39930, 
 客户存款和同业存放款项净增加额(万元),406,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,69,76,167,113,10,97,28,12,0, 
 收到的其他与经营活动有关的现金(万元),2691,1652,7663,944,777,208,2100,580,863,883, 
 经营活动现金流入小计(万元),88956,91172,59059,59778,72667,56290,52838,59234,63369,40813, 
 购买商品、接受劳务支付的现金(万元),26846,30098,19740,28074,42895,33695,30429,36260,44615,23116, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),30636,28905,23534,13232,12472,11184,10245,10020,8443,4780, 
 支付的各项税费(万元),7354,10076,6923,5105,5673,5417,6302,5100,4264,2810, 
 支付的其他与经营活动有关的现金(万元),6221,6960,5464,3410,4314,2329,2829,3055,7502,4593, 
 经营活动现金流出小计(万元),71058,76039,55661,49821,65355,52626,49805,54434,64823,35300, 
 经营活动产生的现金流量净额(万元),17898,15132,3398,9957,7312,3664,3033,4800,-1454,5514, 
 收回投资所收到的现金(万元),206,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),-26,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),650,5,8,33,6,9,2,--,24,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5085,11144,27043,29327,28295,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5915,11149,27051,29360,28301,9,2,0,24,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7447,14152,13370,12413,9112,1420,2143,8605,4925,2721, 
 投资所支付的现金(万元),375,800,--,--,--,--,812,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2000,9145,21054,26000,38000,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9822,24096,34423,38413,47112,1420,2955,8605,4925,2721, 
 投资活动产生的现金流量净额(万元),-3907,-12947,-7372,-9052,-18811,-1412,-2952,-8605,-4901,-2721, 
 吸收投资收到的现金(万元),--,--,--,--,36285,--,--,--,9426,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
