 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),75540,69772,71175,92987,89466,83051, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),749,249,111,151,221,158, 
 收到的其他与经营活动有关的现金(万元),10571,7617,2144,2337,2106,1360, 
 经营活动现金流入小计(万元),86860,77638,73429,95475,91793,84569, 
 购买商品、接受劳务支付的现金(万元),52596,42603,42969,59111,60920,53361, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5596,5311,5388,5069,5032,4458, 
 支付的各项税费(万元),2852,4698,7779,7263,6991,4274, 
 支付的其他与经营活动有关的现金(万元),19405,15701,12325,11671,11147,11559, 
 经营活动现金流出小计(万元),80449,68313,68461,83114,84090,73651, 
 经营活动产生的现金流量净额(万元),6411,9325,4969,12361,7703,10918, 
 收回投资所收到的现金(万元),141700,51137,56396,12228,6052,3000, 
 取得投资收益所收到的现金(万元),2642,23,22,24,18,87, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,118,2038,16,138,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,3537,3930, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),144362,51278,58456,12267,9745,7021, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6732,7756,14188,2723,3774,1514, 
