 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),80747,79418,55232,62102,45243,42988,30612,30261,27643,20976, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3248,1978,1288,900,324,664,753,696,41,81, 
 收到的其他与经营活动有关的现金(万元),2883,1661,854,753,1044,1933,1575,2073,3268,738, 
 经营活动现金流入小计(万元),86879,83057,57374,63755,46610,45586,32940,33031,30953,21796, 
 购买商品、接受劳务支付的现金(万元),54369,43215,32021,29717,25250,23514,20494,18587,16229,11812, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21866,16652,14677,15145,12557,10537,7132,6756,5618,4260, 
 支付的各项税费(万元),3004,1950,1512,2186,1978,1908,1402,1005,1239,711, 
 支付的其他与经营活动有关的现金(万元),8756,7572,6253,4101,3888,3462,2278,2179,1823,2413, 
 经营活动现金流出小计(万元),87995,69389,54464,51149,43673,39420,31307,28527,24909,19196, 
 经营活动产生的现金流量净额(万元),-1116,13668,2910,12606,2938,6166,1633,4504,6044,2600, 
 收回投资所收到的现金(万元),--,--,23,--,15,--,--,--,--,5, 
 取得投资收益所收到的现金(万元),50,9,16,9,17,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),46,56,61,189,73,41,66,393,404,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,100,--, 
 收到的其他与投资活动有关的现金(万元),--,2241,2073,2568,2600,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),96,2306,2173,2766,2705,41,66,393,504,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),17743,11836,6794,7531,7398,18262,6940,4773,4484,649, 
 投资所支付的现金(万元),2000,16000,60,--,--,7850,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,-353,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),8545,1101,--,1000,3900,--,--,--,285,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),28288,28584,6854,8531,11298,26113,6940,4773,4769,649, 
 投资活动产生的现金流量净额(万元),-28191,-26278,-4681,-5765,-8592,-26072,-6874,-4380,-4265,-639, 
 吸收投资收到的现金(万元),49620,3496,4105,223,50,--,33490,--,--,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),7520,2930,1260,223,50,--,--,--,--,0, 
 取得借款收到的现金(万元),13933,21998,8468,14343,11350,8696,2750,2449,2602,--, 
 发行债券收到的现金(万元),--,--,9794,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3576,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),67129,25494,22367,14566,11400,8696,36240,2449,2602,0, 
 偿还债务支付的现金(万元),22315,9059,13432,12467,7401,4311,2638,3486,133,72, 
 分配股利、利润或偿付利息所支付的现金(万元),2943,2043,2841,2976,1612,1337,112,28,5,28, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),168,4034,260,90,9,56,721,242,--,--, 
 筹资活动现金流出小计(万元),25426,15137,16534,15533,9022,5704,3471,3756,138,100, 
 筹资活动产生的现金流量净额(万元),41703,10357,5833,-967,2378,2992,32769,-1306,2464,-99, 
 汇率变动对现金及现金等价物的影响(万元),158,-550,183,249,27,-32,-24,-21,-10,-22, 
 现金及现金等价物净增加额(万元),12554,-2803,4244,6122,-3250,-16946,27504,-1204,4233,1840, 
 加:期初现金及现金等价物余额(万元),21199,24002,19758,13636,16885,33831,6168,7372,3138,1299, 
 期末现金及现金等价物余额(万元),33753,21199,24002,19758,13636,16885,33672,6168,7372,3138, 
 净利润(万元),3962,2611,3022,5356,4890,4969,3964,5546,4883,3844, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2100,714,518,288,609,252,355,176,-146,133, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4582,4277,3414,2820,2326,1671,1113,753,541,505, 
 无形资产摊销(万元),360,363,142,94,96,106,65,47,55,45, 
 长期待摊费用摊销(万元),835,824,822,601,292,213,209,151,120,71, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),15,7,7,-6,-5,-20,-10,-17,14,-32, 
 固定资产报废损失(万元),1,3,--,0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,0,--,0,--,--,--,--,--,-0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1477,1498,1072,738,513,237,112,167,287,44, 
 投资损失(万元),-89,-9,-3,-9,-17,--,--,--,-32,2, 
 递延所得税资产减少(万元),-733,-836,40,-119,-115,17,-4,-20,17,-25, 
 递延所得税负债增加(万元),-67,236,-0,0,--,--,--,--,--,--, 
 存货的减少(万元),-8192,360,-5515,-1380,-357,671,-2064,-1645,-699,-34, 
 经营性应收项目的减少(万元),-14629,-2299,-2113,2391,-8395,-6233,-2403,-1492,3104,-1811, 
 经营性应付项目的增加(万元),8641,5041,1293,2153,1575,4283,296,835,-2100,-141, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),621,878,211,-322,1526,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-1116,13668,2910,12606,2938,6166,1633,4504,6044,2600, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),33753,21199,24002,19758,13636,16885,33672,6168,7372,3138, 
 现金的期初余额(万元),21199,24002,19758,13636,16885,33831,6168,7372,3138,1299, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),12554,-2803,4244,6122,-3250,-16946,27504,-1204,4233,1840, 

