 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),128170,151387,95191,77929,88765,97738,77214,76871,66985,38767,38678, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2453,1537,1392,1385,587,84,0,47,162,42,477, 
 收到的其他与经营活动有关的现金(万元),5687,9107,9341,3701,4270,5146,8224,5676,2969,5239,4121, 
 经营活动现金流入小计(万元),136309,162031,105925,83015,93621,102969,85438,82594,70116,44049,43275, 
 购买商品、接受劳务支付的现金(万元),67315,81363,64891,57668,70337,73741,52941,52110,47272,32619,32388, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),55516,51622,16653,15582,13454,14517,13249,10830,6419,3668,5026, 
 支付的各项税费(万元),10895,11787,4277,3746,4038,4934,4280,2854,2439,3198,1701, 
 支付的其他与经营活动有关的现金(万元),16776,28133,6924,8064,6089,8444,4303,5240,4176,2304,3151, 
 经营活动现金流出小计(万元),150502,172904,92745,85059,93917,101636,74773,71033,60306,41788,42267, 
 经营活动产生的现金流量净额(万元),-14193,-10874,13180,-2044,-296,1333,10665,11561,9810,2261,1008, 
 收回投资所收到的现金(万元),101448,20370,3000,--,--,900,0,501,--,--,--, 
 取得投资收益所收到的现金(万元),1414,963,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),184,2,31,46,--,42,1300,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),2967,--,50,--,--,--,--,--,302,--,--, 
 收到的其他与投资活动有关的现金(万元),--,6675,11166,19144,83041,5713,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),106012,28010,14247,19190,83041,6655,1300,501,302,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7358,5916,2846,2230,2820,12506,8068,19370,14329,4703,2783, 
 投资所支付的现金(万元),12340,250,26000,--,60,--,3515,309,5050,900,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,10087,2805,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),64000,222931,45894,19144,81456,--,440,735,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),83698,229096,84827,24179,84335,12506,12023,20414,19379,5603,2783, 
 投资活动产生的现金流量净额(万元),22315,-201086,-70581,-4989,-1295,-5851,-10723,-19914,-19077,-5603,-2783, 
 吸收投资收到的现金(万元),5179,--,178960,--,--,--,0,105877,37020,390,12000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,0,195,2820,390,--, 
 取得借款收到的现金(万元),25301,55125,20085,8850,--,--,10000,500,9500,19000,21507, 
 发行债券收到的现金(万元),--,--,--,--,--,--,39586,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2230,4952,--,181,100,718,--,--,320, 
 筹资活动现金流入小计(万元),30480,55125,201275,13802,0,181,49686,107095,46520,19390,33827, 
 偿还债务支付的现金(万元),838,65287,5100,8450,--,--,10500,13000,15370,14270,21109, 
 分配股利、利润或偿付利息所支付的现金(万元),4101,3553,2649,3108,3332,4425,2096,803,1040,1158,1156, 
 其中：子公司支付给少数股东的股利、利润(万元),--,-281,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,533,2298,6297,660,--,680,--,--,82, 
 筹资活动现金流出小计(万元),4939,68840,8282,13856,9629,5086,12596,14483,16410,15428,22347, 
 筹资活动产生的现金流量净额(万元),25540,-13715,192993,-55,-9629,-4905,37090,92612,30110,3962,11480, 
 汇率变动对现金及现金等价物的影响(万元),121,-78,140,642,244,-446,-86,-87,-213,-47,-221, 
 现金及现金等价物净增加额(万元),33783,-225753,135732,-6445,-10976,-9869,36945,84172,20630,573,9485, 
 加:期初现金及现金等价物余额(万元),52216,277968,142236,148682,159658,169527,132582,48409,27779,27206,17721, 
 期末现金及现金等价物余额(万元),85998,52216,277968,142236,148682,159658,169527,132582,48409,27779,27206, 
 净利润(万元),-125055,9802,-41734,2723,1097,10349,10465,12889,8089,6625,5957, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),125513,6891,55509,9881,3144,2183,1238,608,-90,396,85, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3975,4587,5100,5962,5793,4879,4503,3053,1592,1100,947, 
 无形资产摊销(万元),1536,1488,1525,1565,1248,588,428,384,313,82,--, 
 长期待摊费用摊销(万元),2224,1569,206,168,166,531,422,268,54,42,35, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
