 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),217741,190781,160613,125181,101814,87044,44614, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6140,2020,2793,11752,4313,587,360, 
 经营活动现金流入小计(万元),223882,192801,163406,136932,106127,87631,44974, 
 购买商品、接受劳务支付的现金(万元),105079,76164,59131,34889,48595,29286,17303, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),61365,50458,40811,36024,38581,31460,13143, 
 支付的各项税费(万元),15303,14172,12268,7048,3521,3826,1625, 
 支付的其他与经营活动有关的现金(万元),40665,29349,27788,26103,16247,19388,5654, 
 经营活动现金流出小计(万元),222413,170144,139999,104064,106944,83961,37725, 
 经营活动产生的现金流量净额(万元),1469,22657,23407,32868,-816,3670,7249, 
 收回投资所收到的现金(万元),997,--,--,36,--,--,--, 
 取得投资收益所收到的现金(万元),7113,5724,7641,4646,49,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),147,246,4026,8222,1914,142,303, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,501,--,--, 
 收到的其他与投资活动有关的现金(万元),523775,571119,450759,817171,64981,1856,847, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),532032,577089,462426,830075,67445,1999,1150, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),67813,29133,24601,17726,55625,28488,6189, 
 投资所支付的现金(万元),16136,8433,8692,6945,1923,40,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),3184,--,--,2760,1936,3193,--, 
 支付的其他与投资活动有关的现金(万元),394700,578800,421323,999578,61500,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),481832,616366,454616,1027010,120984,31721,6189, 
 投资活动产生的现金流量净额(万元),50200,-39277,7810,-196935,-53539,-29722,-5039, 
 吸收投资收到的现金(万元),--,49420,--,157582,78060,43031,22200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,800,300,3342,1026,350,1590, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,7679,524,--,7933, 
 筹资活动现金流入小计(万元),0,50220,300,168603,79610,43381,31723, 
 偿还债务支付的现金(万元),800,300,813,3447,347,195,1800, 
 分配股利、利润或偿付利息所支付的现金(万元),20207,11253,8814,77,30,15,63, 
 其中：子公司支付给少数股东的股利、利润(万元),175,400,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),27809,1412,--,--,5616,20731,2773, 
 筹资活动现金流出小计(万元),48816,12965,9627,3524,5993,20941,4636, 
 筹资活动产生的现金流量净额(万元),-48816,37255,-9327,165079,73617,22440,27087, 
 汇率变动对现金及现金等价物的影响(万元),1570,-835,1313,-196,4,-20,-25, 
 现金及现金等价物净增加额(万元),4422,19800,23204,816,19266,-3632,29272, 
 加:期初现金及现金等价物余额(万元),94645,74845,51641,50825,31559,35191,5919, 
 期末现金及现金等价物余额(万元),99067,94645,74845,51641,50825,31559,35191, 
 净利润(万元),40784,42369,35002,27206,5853,17267,8535, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),8792,4484,4075,3182,675,224,180, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),15023,9504,7674,7106,7358,4007,1949, 
 无形资产摊销(万元),1879,1794,1776,1749,1743,94,1, 
 长期待摊费用摊销(万元),2289,2231,1739,1757,1288,1033,368, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,167,244,-233,-7,-1, 
 固定资产报废损失(万元),32,127,--,--,--,37,8, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,-333,-974,-1335,972,1274, 
 财务费用(万元),-1543,866,-1300,896,66,15,140, 
 投资损失(万元),-5047,-6634,-8410,-6798,-229,--,--, 
 递延所得税资产减少(万元),-2241,-1038,32,1111,-82,-778,-1316, 
 递延所得税负债增加(万元),177,-30,-288,-194,-340,533,618, 
 存货的减少(万元),-10332,-6499,3781,-2434,-1967,-3690,-938, 
 经营性应收项目的减少(万元),-58592,-27822,-25064,-11025,-12526,-14501,-33883, 
 经营性应付项目的增加(万元),10006,3853,4557,11045,-1085,-1535,30314, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),242,-548,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),1469,22657,23407,32868,-816,3670,7249, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),99067,94645,74845,51641,50825,31559,35191, 
 现金的期初余额(万元),94645,74845,51641,50825,31559,35191,5919, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4422,19800,23204,816,19266,-3632,29272, 

