 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),462870,518252,517014,397652,359821,287317,297118,228247,307566,255044,229318,193890,139618, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2028,5863,7747,3212,2499,2976,2244,1431,2727,2127,2032,2448,1949, 
 收到的其他与经营活动有关的现金(万元),22218,24034,23679,28358,24545,15863,23682,62629,24063,6036,10145,9959,4774, 
 经营活动现金流入小计(万元),487116,548149,548440,429222,386865,306156,323044,292308,334356,263207,241496,206297,146341, 
 购买商品、接受劳务支付的现金(万元),282053,328034,341787,238987,231015,197056,185721,159168,176370,173739,161608,123258,90376, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),125804,139398,120347,90355,76696,73215,67832,50227,91736,49217,39589,30118,25963, 
 支付的各项税费(万元),19455,24317,21825,13703,13037,13815,12977,11266,15603,12182,9456,11803,9581, 
 支付的其他与经营活动有关的现金(万元),46588,50206,59153,43968,42239,44221,79938,41486,54168,22392,18912,19380,15785, 
 经营活动现金流出小计(万元),473901,541955,543112,387013,362987,328307,346468,262146,337876,257529,229565,184559,141706, 
 经营活动产生的现金流量净额(万元),13215,6194,5328,42209,23878,-22151,-23424,30162,-3520,5678,11930,21739,4635, 
 收回投资所收到的现金(万元),265,430,2283,1812,20,10643,10027,5615,560,1160,506,--,--, 
 取得投资收益所收到的现金(万元),39,224,234,195,707,33,200,10572,-36,308,50,731,262, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),710,10,51,12,26,1239,82,6,27,99,114,4006,303, 
 处置子公司及其他营业单位收到的现金净额(万元),340,--,127,2439,85,--,--,54,-13668,--,450,393,5, 
 收到的其他与投资活动有关的现金(万元),--,395,0,19521,--,4494,--,--,25,137,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1353,1059,2695,23979,838,16409,10310,16248,-13093,1704,1120,5130,570, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7192,11051,22735,8639,17519,7794,11374,10242,6566,8795,10487,6105,5416, 
 投资所支付的现金(万元),2450,1970,420,1665,2611,--,--,1770,15995,942,8146,--,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,3354,446,7014,4453, 
 支付的其他与投资活动有关的现金(万元),10189,18364,--,--,164,--,--,3,16,2345,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19832,31385,23155,10304,20294,7794,11374,12015,22578,15436,19079,13119,9869, 
 投资活动产生的现金流量净额(万元),-18479,-30325,-20459,13675,-19456,8615,-1064,4233,-35671,-13732,-17959,-7989,-9298, 
 吸收投资收到的现金(万元),--,--,--,1500,--,64285,1131,19891,12215,41236,--,6464,18584, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,1500,--,385,1131,19891,12215,1752,--,--,--, 
 取得借款收到的现金(万元),20678,96406,79748,82878,80645,118808,88020,74110,88055,56458,45376,48300,65400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,6134,--,10000,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),20678,96406,79748,84378,86779,183093,99151,94001,100270,97695,45376,54764,83984, 
 偿还债务支付的现金(万元),24978,87058,67954,71659,105427,100927,84601,63119,60949,66166,44009,40425,67900, 
 分配股利、利润或偿付利息所支付的现金(万元),4890,15765,4912,4666,5296,7233,7228,6110,2552,3631,4425,4986,5023, 
 其中：子公司支付给少数股东的股利、利润(万元),772,9983,684,563,503,1851,574,326,--,302,--,--,--, 
 支付其他与筹资活动有关的现金(万元),42,1055,229,--,149,15502,--,--,1486,199,--,--,--, 
 筹资活动现金流出小计(万元),29910,103878,73096,76326,110872,123662,91829,69230,64987,69997,48434,45411,72923, 
 筹资活动产生的现金流量净额(万元),-9232,-7473,6652,8052,-24093,59431,7322,24772,35283,27698,-3057,9353,11061, 
 汇率变动对现金及现金等价物的影响(万元),132,-134,559,109,-311,-792,8,-426,-498,-30,-339,-692,-95, 
 现金及现金等价物净增加额(万元),-14364,-31738,-7920,64045,-19982,45102,-17159,58740,-4405,19613,-9425,22410,6303, 
 加:期初现金及现金等价物余额(万元),165485,197223,205143,141098,161080,115978,133136,74396,78801,51130,60555,33006,26703, 
 期末现金及现金等价物余额(万元),151121,165485,197223,205143,141098,161080,115978,133136,74396,70743,51130,55417,33006, 
 净利润(万元),12086,6147,11851,10269,4814,10683,9286,15081,13649,-6723,11485,12206,10559, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),8364,6156,6884,5908,3876,5611,2048,1457,2630,11983,3338,1541,1229, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5738,6736,6193,5802,5818,5954,4308,3502,5684,2925,3173,3291,2657, 
 无形资产摊销(万元),4753,5416,4540,3225,2573,1643,1323,1141,949,1623,972,414,529, 
 长期待摊费用摊销(万元),600,538,675,807,867,744,525,525,345,303,236,251,88, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),46,-1794,-1982,-79,-58,-75,-61,1,-37,5,37,-1450,-81, 
 固定资产报废损失(万元),158,--,--,0,1,82,-10,9,10,--,--,--,4, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,3154,4775,-5449,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1919,4059,2208,2974,2887,3654,4225,3301,1746,1948,2755,1460,1447, 
 投资损失(万元),-2866,339,115,-3379,-500,-6390,-9485,-12149,-6404,-1024,-923,-1076,-355, 
 递延所得税资产减少(万元),-1285,-670,-332,-788,-807,-1053,-437,-225,-235,-301,-219,-290,-194, 
 递延所得税负债增加(万元),--,-617,-80,-259,--,--,--,--,--,--,0,--,0, 
 存货的减少(万元),-15279,-5001,-23794,284,-22810,-16680,-12370,-19496,411,-2639,6994,-2522,-4109, 
