 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),122981,104393,80439,67349,72843,78021,78613,88739,48271,23925,20895, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),345,25,34,36,--,--,--,--,--,10,--, 
 收到的其他与经营活动有关的现金(万元),1810,2700,386,250,503,409,1094,513,212,189,222, 
 经营活动现金流入小计(万元),125137,107118,80859,67635,73346,78430,79707,89252,48483,24124,21117, 
 购买商品、接受劳务支付的现金(万元),80362,90345,79807,48882,56029,63217,71551,88592,45578,19930,15501, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12776,12653,10315,9046,7493,6706,6007,4280,2858,1040,808, 
 支付的各项税费(万元),3417,2319,3184,2058,2383,2718,3401,2936,1721,848,1038, 
 支付的其他与经营活动有关的现金(万元),5775,2953,2651,2467,3024,2650,2125,1263,2199,680,238, 
 经营活动现金流出小计(万元),102330,108270,95958,62453,68929,75290,83084,97071,52356,22499,17585, 
 经营活动产生的现金流量净额(万元),22807,-1152,-15098,5182,4417,3140,-3378,-7819,-3872,1625,3532, 
 收回投资所收到的现金(万元),--,59,53,272,238,--,--,--,--,1000,2140, 
 取得投资收益所收到的现金(万元),8,--,--,--,--,23,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2536,34,43,18,43,30,13,3,0,--,18, 
