 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),878782,808546,653442,442971,312957,208891,151929,112527, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,78,14,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),9094,10253,10040,7935,5958,4297,3813,2118, 
 经营活动现金流入小计(万元),887875,818878,663495,450906,318915,213189,155742,114645, 
 购买商品、接受劳务支付的现金(万元),839081,764783,608536,415615,260494,172118,130426,107137, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),52397,43411,39030,30808,24792,18667,12046,7756, 
 支付的各项税费(万元),10984,11463,8680,6552,6659,6573,5096,5583, 
 支付的其他与经营活动有关的现金(万元),30476,27246,24777,21712,16712,14643,9073,4882, 
 经营活动现金流出小计(万元),932938,846903,681023,474686,308658,212001,156640,125358, 
 经营活动产生的现金流量净额(万元),-45062,-28026,-17528,-23781,10257,1187,-898,-10713, 
 收回投资所收到的现金(万元),2373,277,500,3172,5149,--,--,200, 
 取得投资收益所收到的现金(万元),8,50,--,--,--,--,357,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,36,1,0,3,0,1,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,293,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,970,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2389,363,501,3465,5152,0,1328,200, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1954,907,2316,1307,2732,1349,891,298, 
 投资所支付的现金(万元),5007,4481,6316,2300,2158,6273,818,5740, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,2082,--,2307, 
 支付的其他与投资活动有关的现金(万元),--,99,2500,500,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6961,5488,11133,4107,4890,9703,1709,8345, 
 投资活动产生的现金流量净额(万元),-4572,-5125,-10632,-641,262,-9703,-381,-8145, 
 吸收投资收到的现金(万元),6530,52775,--,150,20,327,565,20105, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,120,--,--,--,--,565,690, 
 取得借款收到的现金(万元),186700,95217,108714,61800,20000,35690,16610,5020, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6282,6000,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),199512,153992,108714,61950,20020,36017,17175,25125, 
 偿还债务支付的现金(万元),139211,100714,52500,34300,19000,28701,12940,20, 
 分配股利、利润或偿付利息所支付的现金(万元),10728,7632,6949,3365,2781,1384,563,6279, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,42,788,98,98,--,--, 
 支付其他与筹资活动有关的现金(万元),6280,--,8388,171,--,--,--,--, 
 筹资活动现金流出小计(万元),156219,108346,67837,37836,21781,30084,13503,6299, 
 筹资活动产生的现金流量净额(万元),43293,45647,40877,24114,-1761,5932,3672,18826, 
 汇率变动对现金及现金等价物的影响(万元),424,-331,385,34,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5918,12165,13102,-273,8758,-2584,2392,-32, 
 加:期初现金及现金等价物余额(万元),39908,27743,14640,14913,6155,8739,6346,6378, 
 期末现金及现金等价物余额(万元),33990,39908,27743,14640,14913,6155,8739,6346, 
 净利润(万元),11622,12408,10052,7829,9298,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),11885,2820,4220,6333,1031,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),772,690,556,471,366,--,--,--, 
 无形资产摊销(万元),174,167,139,118,87,--,--,--, 
 长期待摊费用摊销(万元),935,1012,986,1007,636,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,168,10,8,10,--,--,--, 
 固定资产报废损失(万元),20,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),7583,4647,3925,1322,902,--,--,--, 
 投资损失(万元),6679,274,-209,-3324,-4291,--,--,--, 
 递延所得税资产减少(万元),-2600,-854,-406,-706,-45,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-11774,-9796,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-145353,-111358,-91832,-186898,-41769,--,--,--, 
 经营性应付项目的增加(万元),74995,71797,55033,150059,44034,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-45062,-28026,-17528,-23781,10257,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),33990,39908,27743,14640,14913,6155,8739,6346, 
 现金的期初余额(万元),39908,27743,14640,14913,6155,8739,6346,6378, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5918,12165,13102,-273,8758,-2584,2392,-32, 

