 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),198340,177229,140181,164386,160665,102401,94822, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,2,14,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),75091,77998,17370,48028,61043,64098,58822, 
 经营活动现金流入小计(万元),273431,255230,157565,212414,221709,166499,153644, 
 购买商品、接受劳务支付的现金(万元),188634,163106,127497,142112,143156,87283,80953, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4698,3657,3442,2951,2791,2866,2209, 
 支付的各项税费(万元),3855,5239,3901,5128,4749,5367,3422, 
 支付的其他与经营活动有关的现金(万元),88479,78886,18781,51386,60903,68069,61211, 
 经营活动现金流出小计(万元),285667,250887,153622,201577,211599,163585,147795, 
 经营活动产生的现金流量净额(万元),-12235,4342,3944,10837,10109,2914,5849, 
 收回投资所收到的现金(万元),18000,--,--,--,--,18580,2128, 
 取得投资收益所收到的现金(万元),307,1450,--,290,290,1250,1079, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,24,17,868,35,30,50, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,380, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),18323,1474,17,1158,325,19860,3638, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2912,2257,761,1652,1668,1166,1463, 
 投资所支付的现金(万元),30014,750,--,--,--,--,11847, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,20,500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),32926,3007,761,1652,1668,1185,13811, 
 投资活动产生的现金流量净额(万元),-14603,-1533,-743,-494,-1343,18675,-10173, 
 吸收投资收到的现金(万元),50,34882,145,5,--,6922,6300, 
 其中：子公司吸收少数股东投资收到的现金(万元),50,100,145,5,--,--,--, 
 取得借款收到的现金(万元),25132,9000,5000,6000,14000,6000,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),25182,43882,5145,6005,14000,12922,10300, 
 偿还债务支付的现金(万元),22401,5000,6000,7000,13000,4000,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),4771,4590,4229,4643,4936,18462,5103, 
 其中：子公司支付给少数股东的股利、利润(万元),398,300,447,209,920,3132,4884, 
