 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),21590,23074,21222,19904,17331,14545,16776, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),351,303,80,100,111,60,76, 
 收到的其他与经营活动有关的现金(万元),2646,542,359,291,1528,126,667, 
 经营活动现金流入小计(万元),24587,23919,21660,20295,18970,14731,17518, 
 购买商品、接受劳务支付的现金(万元),6590,6347,8178,4445,4367,5159,6552, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8166,7384,6029,4776,4377,4245,4415, 
 支付的各项税费(万元),2380,3629,3270,3056,2059,2068,1712, 
 支付的其他与经营活动有关的现金(万元),3189,2402,2079,1937,1483,2305,1948, 
 经营活动现金流出小计(万元),20325,19763,19557,14214,12285,13778,14627, 
 经营活动产生的现金流量净额(万元),4262,4157,2103,6082,6685,954,2891, 
 收回投资所收到的现金(万元),25400,17400,--,--,--,--,240, 
 取得投资收益所收到的现金(万元),304,158,--,2,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,5,9,13,--,0,166, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,100,438,163,--,1239,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),25704,17663,446,177,0,1239,406, 
