 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),43130,44979,31834,23303,14403,13810, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),1388,1943,878,530,850,720, 
 收到的其他与经营活动有关的现金(万元),1141,1232,1446,446,2134,416, 
 经营活动现金流入小计(万元),45659,48155,34158,24279,17387,14946, 
 购买商品、接受劳务支付的现金(万元),21647,21913,14158,10540,6207,7037, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11308,10016,8022,6240,4391,2995, 
 支付的各项税费(万元),4046,2320,2343,2482,1035,607, 
 支付的其他与经营活动有关的现金(万元),6629,5374,3936,2705,1781,2587, 
 经营活动现金流出小计(万元),43630,39623,28460,21967,13414,13227, 
 经营活动产生的现金流量净额(万元),2029,8532,5697,2312,3973,1720, 
 收回投资所收到的现金(万元),140500,10700,--,900,--,--, 
 取得投资收益所收到的现金(万元),544,29,--,2,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,11,1,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),141044,10740,1,902,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9714,5395,3942,3404,5545,3958, 
 投资所支付的现金(万元),129500,21700,336,900,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),139214,27095,4277,4304,5545,3958, 
 投资活动产生的现金流量净额(万元),1830,-16354,-4277,-3402,-5545,-3958, 
 吸收投资收到的现金(万元),--,26715,3063,3945,2726,1597, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,446,1366,97, 
 取得借款收到的现金(万元),7000,3500,2000,4160,4041,1087, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,407,1752,939,475, 
 筹资活动现金流入小计(万元),7000,30215,5471,9857,7707,3160, 
 偿还债务支付的现金(万元),3500,2490,1750,4453,2489,88, 
 分配股利、利润或偿付利息所支付的现金(万元),1093,647,466,1048,2407,12, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4202,1559,410,1518,641,2519, 
 筹资活动现金流出小计(万元),8795,4696,2626,7020,5538,2618, 
 筹资活动产生的现金流量净额(万元),-1795,25519,2845,2837,2169,541, 
 汇率变动对现金及现金等价物的影响(万元),499,-47,518,185,-35,-96, 
 现金及现金等价物净增加额(万元),2562,17649,4784,1932,562,-1794, 
 加:期初现金及现金等价物余额(万元),26099,8450,3666,1734,1173,2967, 
 期末现金及现金等价物余额(万元),28661,26099,8450,3666,1734,1173, 
 净利润(万元),8453,8713,5455,3556,3036,2324, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),273,112,257,45,176,35, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1848,1607,1418,1078,693,473, 
 无形资产摊销(万元),145,104,85,46,42,28, 
 长期待摊费用摊销(万元),67,58,53,16,--,0, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1,3,1,9,--,6, 
