 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),2087366,1989972,1783733,1843085,1394398,1306165,1163995,980460,786086,666980,580196,462465,349034,248090, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,--,76,--,--,--,--,--,--,--,0,0,54, 
 收到的其他与经营活动有关的现金(万元),21663,15353,15534,15781,8601,5837,4011,1953,3223,2226,1509,1211,1045,584, 
 经营活动现金流入小计(万元),2109028,2005325,1799267,1858943,1402999,1312003,1168007,982413,789309,669206,581705,463675,350079,248727, 
 购买商品、接受劳务支付的现金(万元),1561868,1529482,1405911,1513982,1101065,1011139,895434,781139,622920,527184,467080,366475,282970,204813, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),145850,117993,99079,101112,73787,62097,52938,42006,37830,33961,25880,18784,12052,9665, 
 支付的各项税费(万元),46483,53080,47984,56961,56981,51301,44488,33569,26866,25226,20245,12624,8300,5746, 
 支付的其他与经营活动有关的现金(万元),211442,192266,147882,130074,106276,111154,95782,66077,55552,41358,33509,34248,22555,13104, 
 经营活动现金流出小计(万元),1965644,1892821,1700856,1802129,1338109,1235690,1088642,922791,743168,627729,546714,432131,325878,233328, 
 经营活动产生的现金流量净额(万元),143385,112504,98411,56813,64890,76312,79365,59622,46141,41477,34991,31544,24202,15399, 
 收回投资所收到的现金(万元),1004,--,--,--,--,--,5,--,--,--,400,20,0,12, 
 取得投资收益所收到的现金(万元),542,654,--,--,--,--,--,--,--,--,10,8,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9309,1752,764,234,358,343,22,53,7,6,3,7,22,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),121069,266694,71989,121141,115768,879,--,350,207,2294,299,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),131923,269099,72753,121376,116126,1222,26,403,213,2300,712,35,22,15, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),277499,153153,136919,97871,122317,134537,87634,117931,60790,67558,28390,18410,21648,11622, 
 投资所支付的现金(万元),35500,10295,11990,69,--,--,196,--,--,--,61,400,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),3725,19212,--,--,--,--,--,--,--,--,--,509,0,0, 
 支付的其他与投资活动有关的现金(万元),90198,257963,84747,133172,71200,39500,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),406922,440623,233656,231112,193517,174037,87830,117931,60790,67558,28451,19319,21648,11622, 
 投资活动产生的现金流量净额(万元),-274999,-171524,-160902,-109736,-77391,-172816,-87804,-117528,-60576,-65258,-27739,-19284,-21626,-11607, 
 吸收投资收到的现金(万元),--,1269,139731,7704,--,118584,--,--,--,--,88280,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,1269,16731,7704,--,200,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),450145,293402,229300,136672,171670,64970,102990,64000,20000,--,3800,8000,1000,2200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),224180,127240,99500,192177,30000,40000,--,22000,--,--,--,0,0,8841, 
 筹资活动现金流入小计(万元),674325,421911,468531,336553,201670,223554,102990,86000,20000,0,92080,8000,1000,11041, 
 偿还债务支付的现金(万元),277131,151500,193857,136714,89940,94990,64000,28000,--,--,10800,8800,0,9000, 
 分配股利、利润或偿付利息所支付的现金(万元),29083,21691,26275,26559,37061,24867,19555,8730,16237,1494,2805,681,2163,663, 
 其中：子公司支付给少数股东的股利、利润(万元),203,218,--,--,--,--,--,--,--,142,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),284446,190538,136477,66828,70000,230,22000,--,372,--,1341,10844,1000,0, 
 筹资活动现金流出小计(万元),590660,363729,356610,230101,197001,120087,105555,36730,16609,1494,14945,20325,3163,9663, 
 筹资活动产生的现金流量净额(万元),83666,58182,111921,106452,4669,103467,-2565,49270,3391,-1494,77135,-12325,-2163,1378, 
 汇率变动对现金及现金等价物的影响(万元),102,-104,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物净增加额(万元),-47847,-942,49429,53529,-7832,6964,-11004,-8635,-11044,-25275,84387,-65,412,5170, 
 加:期初现金及现金等价物余额(万元),140606,141488,92058,38530,46362,39398,50402,59037,70081,95356,10970,11035,10622,5453, 
 期末现金及现金等价物余额(万元),92759,140546,141488,92058,38530,46362,39398,50402,59037,70081,95356,10970,11035,10622, 
 净利润(万元),16024,15168,13960,21451,34492,41545,34290,26009,17089,16600,16321,12466,8708,7481, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),1917,814,902,1584,212,255,570,402,512,431,366,579,144,511, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),30777,29863,28686,25105,20923,18688,15128,12061,9870,7518,7254,6322,6870,4276, 
 无形资产摊销(万元),5728,4637,3955,3605,1954,1737,1425,809,661,507,221,157,32,12, 
 长期待摊费用摊销(万元),35685,28464,32883,33867,20978,15310,11022,9165,7961,6216,4674,3563,2475,1162, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),485,398,669,392,365,105,112,167,363,238,173,53,96,53, 
 固定资产报废损失(万元),1378,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 公允价值变动损失(万元),-1357,--,--,--,--,--,--,--,--,--,0,7,-7,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),20829,12199,10949,7505,2119,1873,3275,430,-192,-2294,-1132,681,524,462, 
 投资损失(万元),-523,-491,342,-6,-121,118,42,0,4,5,-9,-8,5,57, 
 递延所得税资产减少(万元),-1590,-3053,-4012,-8134,-2573,-1038,-327,-228,45,-112,-313,-130,-25,-91, 
 递延所得税负债增加(万元),725,-125,-125,-115,--,--,--,--,--,--,0,-2,2,0, 
 存货的减少(万元),-3543,16246,-32782,6927,8538,-43049,505,-30691,-26246,-2796,-12424,-14620,-7688,-7771, 
 经营性应收项目的减少(万元),-37370,54,-8686,-4639,-6731,-18581,-4245,-5208,-10818,-327,-1637,-6312,-3350,-5428, 
 经营性应付项目的增加(万元),80002,13912,56576,-28671,-15266,59350,17569,46706,46893,15491,21497,28788,16417,14675, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),-5782,-5581,-4908,-2057,--,--,--,--,--,--,--,0,0,0, 
 经营活动产生现金流量净额(万元),143385,112504,98411,56813,64890,76312,79365,59622,46141,41477,34991,31544,24202,15399, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),92759,140546,141488,92058,38530,46362,39398,50402,56417,59542,95356,10970,11035,10622, 
 现金的期初余额(万元),140606,141488,92058,38530,46362,39398,50402,59037,59542,95356,10970,11035,10622,5453, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,2620,10539,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,10539,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-47847,-942,49429,53529,-7832,6964,-11004,-8635,-11044,-25275,84387,-65,412,5170, 

