 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),800867,652322,506335,235943,104811, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),741,1000,--,165,--, 
 收到的其他与经营活动有关的现金(万元),8846,7839,5736,966,1458, 
 经营活动现金流入小计(万元),810455,661161,512071,237074,106269, 
 购买商品、接受劳务支付的现金(万元),554924,448185,384171,193784,76805, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),26840,23591,18833,11105,5338, 
 支付的各项税费(万元),32423,39351,14618,4949,2210, 
 支付的其他与经营活动有关的现金(万元),132618,105333,83494,45844,21152, 
 经营活动现金流出小计(万元),746805,616461,501116,255682,105505, 
 经营活动产生的现金流量净额(万元),63650,44700,10955,-18608,765, 
 收回投资所收到的现金(万元),155570,232788,116933,69350,36804, 
 取得投资收益所收到的现金(万元),--,--,61,29,44, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),66,13,194,--,92, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),155636,232801,117187,69379,36941, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24421,18547,12082,7719,6146, 
 投资所支付的现金(万元),155000,232400,117000,68305,37700, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,8,--,10,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),179421,250954,129082,76034,43846, 
 投资活动产生的现金流量净额(万元),-23785,-18154,-11894,-6655,-6906, 
 吸收投资收到的现金(万元),--,--,3750,16600,10018, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),16800,3000,49800,16300,2202, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,260,30, 
 筹资活动现金流入小计(万元),16800,3000,53550,33160,12250, 
 偿还债务支付的现金(万元),16800,18800,20100,7016,0, 
 分配股利、利润或偿付利息所支付的现金(万元),361,10650,1492,77,2, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),50,130,135,10,--, 
 筹资活动现金流出小计(万元),17211,29580,21727,7104,2, 
 筹资活动产生的现金流量净额(万元),-411,-26580,31823,26056,12248, 
 汇率变动对现金及现金等价物的影响(万元),-18,-12,--,0,69, 
 现金及现金等价物净增加额(万元),39436,-45,30884,794,6176, 
 加:期初现金及现金等价物余额(万元),41713,41759,10875,10081,3904, 
 期末现金及现金等价物余额(万元),81149,41713,41759,10875,10081, 
 净利润(万元),30386,30202,23650,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),782,667,189,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3141,2387,1264,--,--, 
 无形资产摊销(万元),293,221,149,--,--, 
 长期待摊费用摊销(万元),1364,760,181,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),7,57,244,--,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),379,383,542,--,--, 
 投资损失(万元),-569,-580,-187,--,--, 
 递延所得税资产减少(万元),-447,-495,-65,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-15236,8009,-51002,--,--, 
 经营性应收项目的减少(万元),-15640,1946,-14420,--,--, 
 经营性应付项目的增加(万元),59634,1133,45849,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-443,9,4562,--,--, 
 经营活动产生现金流量净额(万元),63650,44700,10955,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),81149,41713,41759,10875,10081, 
 现金的期初余额(万元),41713,41759,10875,10081,3904, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),39436,-45,30884,794,6176, 

