 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),33699,26310,23603,15049,19083,18522,18495,21195,17606,7586, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),79,221,71,92,219,133,11,61,12,44, 
 收到的其他与经营活动有关的现金(万元),1084,925,1065,677,1218,1205,935,718,378,578, 
 经营活动现金流入小计(万元),34861,27457,24739,15817,20520,19860,19441,21975,17995,8208, 
 购买商品、接受劳务支付的现金(万元),11963,10139,7253,7901,8224,5781,5283,7810,5082,2534, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8297,7174,6021,5512,5288,4432,3941,3472,2039,1403, 
 支付的各项税费(万元),2625,1852,1360,1257,2180,2853,3228,3619,1741,1709, 
 支付的其他与经营活动有关的现金(万元),3113,2668,2371,2175,2020,2191,2390,1994,1234,811, 
 经营活动现金流出小计(万元),25999,21833,17006,16845,17712,15257,14842,16894,10096,6458, 
 经营活动产生的现金流量净额(万元),8863,5623,7733,-1028,2808,4602,4599,5081,7899,1750, 
 收回投资所收到的现金(万元),13055,18985,42815,39395,10304,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),12,55,185,253,65,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,6,9,9,13,12,0,9,50,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,291,--,--,--,215,215,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13077,19338,43009,39657,10382,227,215,9,50,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1353,3650,3960,4255,1017,3551,5837,6581,1172,794, 
 投资所支付的现金(万元),14175,17045,39865,45045,10304,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,3,291,--,--,--,--,430,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15528,20699,44116,49300,11321,3551,5837,7011,1172,794, 
 投资活动产生的现金流量净额(万元),-2451,-1361,-1107,-9643,-938,-3324,-5621,-7002,-1122,-794, 
 吸收投资收到的现金(万元),482,--,--,452,13664,--,--,--,9080,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),482,--,--,452,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,200,200,--,2000,6000,3000,3000,4290,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),482,200,200,452,15664,6000,3000,3000,13370,500, 
 偿还债务支付的现金(万元),--,200,--,--,8000,3000,3000,4290,500,500, 
 分配股利、利润或偿付利息所支付的现金(万元),1200,869,870,1562,1616,2466,2262,155,13612,918, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),1200,1069,870,1562,9616,5466,5262,4445,14112,1418, 
 筹资活动产生的现金流量净额(万元),-718,-869,-670,-1110,6048,534,-2262,-1445,-742,-918, 
 汇率变动对现金及现金等价物的影响(万元),2,-0,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),5695,3393,5956,-11781,7917,1811,-3284,-3366,6035,38, 
 加:期初现金及现金等价物余额(万元),10697,7305,1349,13129,5212,3401,6685,10051,4016,3978, 
 期末现金及现金等价物余额(万元),16393,10697,7305,1349,13129,5212,3401,6685,10051,4016, 
 净利润(万元),4071,3105,1898,2088,3743,3495,6434,6075,4891,3532, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1250,1096,670,336,348,470,546,248,-35,94, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2047,1992,1714,1769,1746,1258,996,933,841,773, 
 无形资产摊销(万元),216,227,228,197,165,161,151,88,33,32, 
 长期待摊费用摊销(万元),0,--,--,--,0,--,--,33,36,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),18,-4,16,-7,-2,-2,1,-6,-12,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,10,11,--,266,258,199,155,57,42, 
 投资损失(万元),-12,-18,-168,-279,-65,--,--,--,--,--, 
 递延所得税资产减少(万元),-105,-111,-80,-36,34,-219,-108,-41,-18,-2, 
 递延所得税负债增加(万元),56,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-3304,-5157,-3845,-1038,-3948,-184,303,-4410,-1960,-78, 
 经营性应收项目的减少(万元),1538,-2975,-216,-1225,-1894,1142,-2355,-1511,-1211,-2207, 
 经营性应付项目的增加(万元),3378,7638,7644,-2721,2588,-1620,-1462,2405,5302,-441, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),-291,-179,-139,-112,-173,-157,-105,1111,-27,-26, 
 经营活动产生现金流量净额(万元),8863,5623,7733,-1028,2808,4602,4599,5081,7899,1750, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),16393,10697,7305,1349,13129,5212,3401,6685,10051,4016, 
 现金的期初余额(万元),10697,7305,1349,13129,5212,3401,6685,10051,4016,3978, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5695,3393,5956,-11781,7917,1811,-3284,-3366,6035,38, 

