 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),121877,133850,93330,55620,46815, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,71,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3528,6589,6390,3805,3795, 
 经营活动现金流入小计(万元),125404,140509,99719,59425,50611, 
 购买商品、接受劳务支付的现金(万元),85491,81075,51414,21420,22789, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16235,18375,16216,17176,13872, 
 支付的各项税费(万元),9583,7838,10333,5862,5066, 
 支付的其他与经营活动有关的现金(万元),20991,16183,18693,14133,8645, 
 经营活动现金流出小计(万元),132299,123471,96657,58591,50372, 
 经营活动产生的现金流量净额(万元),-6895,17038,3063,834,238, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),91,12,185,9,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,154,5,610,1221, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),91,166,190,619,1232, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4674,7690,4243,6510,2807, 
 投资所支付的现金(万元),--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,109,950,--, 
