 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),36968,32557,28186,23680,22892,20412, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),227,125,202,106,21,51, 
 收到的其他与经营活动有关的现金(万元),1110,1617,495,188,217,569, 
 经营活动现金流入小计(万元),38305,34298,28882,23974,23131,21032, 
 购买商品、接受劳务支付的现金(万元),19733,13577,6361,7078,10826,8983, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8857,7424,6337,5080,4529,3608, 
 支付的各项税费(万元),4835,4918,4196,3878,3302,2723, 
 支付的其他与经营活动有关的现金(万元),4172,2853,3376,2199,2187,2128, 
 经营活动现金流出小计(万元),37596,28772,20271,18235,20844,17443, 
 经营活动产生的现金流量净额(万元),709,5526,8611,5738,2286,3590, 
 收回投资所收到的现金(万元),88500,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),655,--,--,207,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,177,47,107,170,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),89164,177,47,313,170,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15339,5369,6183,6737,1116,5967, 
 投资所支付的现金(万元),88500,--,--,297,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,534,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),103839,5369,6716,7034,1116,5967, 
 投资活动产生的现金流量净额(万元),-14675,-5192,-6670,-6721,-946,-5965, 
 吸收投资收到的现金(万元),--,35751,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),2000,8400,9827,11156,6900,9262, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
