 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),96256,99388,82391,43687,18097,17374,14848,13894,8760,5961, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2893,1680,1017,2659,950,445,642,584,977,59, 
 经营活动现金流入小计(万元),99149,101068,83408,46345,19047,17820,15491,14478,9737,6021, 
 购买商品、接受劳务支付的现金(万元),43715,57066,51326,16442,5781,4710,4105,3402,3152,1446, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20814,21681,19270,11278,6955,5583,4597,3827,2791,1846, 
 支付的各项税费(万元),7538,8173,7399,3302,2001,1982,1701,1329,929,558, 
 支付的其他与经营活动有关的现金(万元),6176,8749,9609,4315,1695,1089,1035,1260,892,1268, 
 经营活动现金流出小计(万元),78243,95668,87604,35338,16431,13364,11440,9820,7765,5118, 
 经营活动产生的现金流量净额(万元),20907,5399,-4197,11008,2616,4456,4051,4658,1973,902, 
 收回投资所收到的现金(万元),18835,48582,17382,7180,66121,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),133,144,113,38,192,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),34,999,37,1,0,1,0,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),183,446,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),76,336,538,8322,--,--,--,--,--,525, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),19261,50508,18070,15541,66313,1,0,1,0,525, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5669,5059,3773,4829,762,464,217,6386,940,159, 
 投资所支付的现金(万元),17944,58834,38508,18429,71621,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7294,11313,44741,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,8391,--,--,--,--,25,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),23613,71187,61984,67999,72383,464,217,6411,940,159, 
