 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),115135,110212,102261,136453,107461,107910,90573,75198,60307,39109,16695, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,3,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),790,1106,2952,1216,1349,898,1568,832,732,1124,1157, 
 经营活动现金流入小计(万元),115925,111320,105214,137669,108810,108808,92142,76030,61039,40232,17852, 
 购买商品、接受劳务支付的现金(万元),109185,102765,82406,141390,93224,91975,77381,61555,49231,36123,16573, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3894,3644,2687,2083,2010,1950,1955,875,546,371,245, 
 支付的各项税费(万元),2745,2451,2174,3751,4437,4222,5910,3974,3502,1424,861, 
 支付的其他与经营活动有关的现金(万元),3033,3526,4181,4729,5958,6961,7132,5894,3716,2213,796, 
 经营活动现金流出小计(万元),118857,112385,91448,151953,105629,105107,92379,72298,56995,40132,18476, 
 经营活动产生的现金流量净额(万元),-2932,-1065,13766,-14283,3181,3701,-237,3732,4044,101,-624, 
 收回投资所收到的现金(万元),--,--,--,--,--,22000,38800,43600,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,1,27,37,74,65,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,77,16,39,1,5,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,44,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1000,20950,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1,120,16,1040,20978,22042,38874,43665,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),178,374,155,7886,7801,219,124,564,72,137,34, 
 投资所支付的现金(万元),--,26020,19878,--,--,22000,38800,43600,--,--,100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),7568,--,37,1000,20950,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7746,26394,20070,8886,28751,22219,38924,44164,72,137,134, 
 投资活动产生的现金流量净额(万元),-7745,-26274,-20054,-7846,-7773,-177,-50,-499,-72,-137,-134, 
 吸收投资收到的现金(万元),--,49,--,41010,--,245,--,--,8050,1170,900, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,245,--,--,--,--,--, 
 取得借款收到的现金(万元),36828,12999,--,3090,4980,4670,10400,700,700,700,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,983, 
 筹资活动现金流入小计(万元),36828,13048,0,44100,4980,4915,10400,700,8750,1870,1883, 
 偿还债务支付的现金(万元),15708,--,--,3090,5680,4670,10400,700,700,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1855,430,433,914,157,119,80,48,42,30,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,907,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),17564,430,433,4910,5837,4789,10480,748,742,30,0, 
 筹资活动产生的现金流量净额(万元),19264,12618,-433,39189,-857,126,-80,-48,8008,1840,1883, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),8587,-14721,-6722,17059,-5449,3650,-367,3184,11980,1804,1125, 
 加:期初现金及现金等价物余额(万元),6467,21188,27910,10850,16299,12649,13017,9832,--,--,--, 
 期末现金及现金等价物余额(万元),15054,6467,21188,27910,10850,16299,12649,13017,--,--,--, 
 净利润(万元),2205,4272,3452,4906,7771,8321,8589,7227,6147,3282,1717, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),932,1139,-487,198,1741,606,43,-66,23,199,142, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),469,468,541,387,230,215,215,116,64,51,33, 
 无形资产摊销(万元),188,188,188,93,--,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),91,82,1,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2,-30,31,-34,-9,2,10,--,--,--,8, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-331,61,--,47,157,119,80,48,42,30,--, 
 投资损失(万元),-306,-104,--,-1,-27,-37,-74,-65,--,--,--, 
 递延所得税资产减少(万元),-419,-171,30,21,-231,-77,-8,546,-6,-50,-35, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),4434,-17336,13349,-14625,-10218,-7825,-11504,-3941,-730,-4101,-4939, 
 经营性应付项目的增加(万元),-10198,10367,-3340,-5274,3768,2376,2410,-134,-1496,689,2450, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-2932,-1065,13766,-14283,3181,3701,-237,3732,4044,101,-624, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15054,6467,21188,27910,10850,16299,12649,13017,--,--,--, 
 现金的期初余额(万元),6467,21188,27910,10850,16299,12649,13017,9832,--,--,--, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),8587,-14721,-6722,17059,-5449,3650,-367,3184,--,--,--, 

