 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),45970,41947,34821,48117,53034,29848, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),984,661,526,1090,1196,599, 
 收到的其他与经营活动有关的现金(万元),1654,850,1253,3370,652,139, 
 经营活动现金流入小计(万元),48608,43459,36599,52576,54883,30586, 
 购买商品、接受劳务支付的现金(万元),24131,20880,22286,26121,25001,15048, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10788,8227,9266,7885,6646,5151, 
 支付的各项税费(万元),3766,4318,3646,4166,5579,3460, 
 支付的其他与经营活动有关的现金(万元),5804,4741,4377,5128,8328,4322, 
 经营活动现金流出小计(万元),44489,38166,39576,43300,45554,27981, 
 经营活动产生的现金流量净额(万元),4119,5293,-2976,9276,9328,2605, 
 收回投资所收到的现金(万元),29000,--,--,180,--,--, 
 取得投资收益所收到的现金(万元),328,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,5,1,1,1,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),29329,5,1,181,1,5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),521,151,656,557,942,1029, 
 投资所支付的现金(万元),29000,--,--,479,20,274, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
