 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),37437,35323,22632,16071,15772,16184,16696,15086, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2193,1649,1626,961,1146,1084,1246,1128, 
 收到的其他与经营活动有关的现金(万元),1704,1655,4263,484,308,784,625,2213, 
 经营活动现金流入小计(万元),41334,38626,28521,17515,17226,18053,18568,18426, 
 购买商品、接受劳务支付的现金(万元),20108,17436,14510,7498,5868,5311,9225,7599, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10948,9175,6420,4900,4627,4274,4230,3243, 
 支付的各项税费(万元),6197,4351,2934,2528,3123,2593,2794,2452, 
 支付的其他与经营活动有关的现金(万元),7332,6124,7465,3127,2874,2916,3055,3682, 
 经营活动现金流出小计(万元),44585,37085,31329,18053,16491,15094,19304,16976, 
 经营活动产生的现金流量净额(万元),-3251,1541,-2808,-538,735,2958,-736,1450, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,--,0,--,1280,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,802, 
 收到的其他与投资活动有关的现金(万元),6,18,77,368,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14,18,77,368,1280,0,0,802, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),394,929,6344,1535,2110,923,2469,910, 
 投资所支付的现金(万元),290,6499,5250,--,--,--,--,702, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,10922,24635,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),290,75,90,--,147,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),974,18425,36319,1535,2256,923,2469,1612, 
 投资活动产生的现金流量净额(万元),-959,-18407,-36242,-1167,-976,-923,-2469,-810, 
 吸收投资收到的现金(万元),--,12710,29230,18580,--,--,--,7190, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),16766,17090,3700,1100,4125,2200,3550,1400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,674,393,--,--,--,--,--, 
 筹资活动现金流入小计(万元),16766,30474,33323,19680,4125,2200,3550,8590, 
 偿还债务支付的现金(万元),15193,8100,1451,4325,2400,2050,2200,1300, 
 分配股利、利润或偿付利息所支付的现金(万元),1362,1429,948,161,923,818,83,5403, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,7, 
 支付其他与筹资活动有关的现金(万元),373,559,822,1783,415,205,305,--, 
 筹资活动现金流出小计(万元),16928,10087,3221,6269,3738,3073,2588,6703, 
