 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),271586,255051,225725,233791,281840, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,1,91, 
 收到的其他与经营活动有关的现金(万元),14664,12403,10715,20247,25287, 
 经营活动现金流入小计(万元),286250,267453,236440,254039,307218, 
 购买商品、接受劳务支付的现金(万元),27262,28962,34089,23052,33375, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20559,18314,15605,14842,15142, 
 支付的各项税费(万元),16199,14396,12879,13176,14112, 
 支付的其他与经营活动有关的现金(万元),10790,15859,7511,14758,13521, 
 经营活动现金流出小计(万元),74810,77531,70084,65828,76150, 
 经营活动产生的现金流量净额(万元),211440,189922,166356,188212,231068, 
 收回投资所收到的现金(万元),146715,9844,277531,61291,36969, 
 取得投资收益所收到的现金(万元),728,902,11269,1567,1088, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4285,13,3260,40,23, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,-965, 
 收到的其他与投资活动有关的现金(万元),5104,99685,1337,40707,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),156833,110443,293396,103605,37115, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),111663,230554,191739,198201,72463, 
 投资所支付的现金(万元),127045,28135,174992,30000,105017, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2070,--,11,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),240778,258690,366743,228201,177479, 
 投资活动产生的现金流量净额(万元),-83945,-148246,-73346,-124596,-140365, 
 吸收投资收到的现金(万元),--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),70761,35373,50217,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,352, 
 筹资活动现金流入小计(万元),70761,35373,50217,0,352, 
 偿还债务支付的现金(万元),112151,6763,61353,134960,17305, 
 分配股利、利润或偿付利息所支付的现金(万元),28763,19978,13625,14148,14186, 
 其中：子公司支付给少数股东的股利、利润(万元),9376,10010,3276,2956,6027, 
 支付其他与筹资活动有关的现金(万元),295,68,1146,370,--, 
 筹资活动现金流出小计(万元),141209,26810,76124,149478,31491, 
 筹资活动产生的现金流量净额(万元),-70448,8563,-25907,-149478,-31139, 
 汇率变动对现金及现金等价物的影响(万元),9123,-3329,1988,1168,-2132, 
 现金及现金等价物净增加额(万元),66169,46910,69092,-84695,57432, 
 加:期初现金及现金等价物余额(万元),194799,147889,78798,163493,106061, 
 期末现金及现金等价物余额(万元),260968,194799,147889,78798,163493, 
 净利润(万元),74547,72181,--,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),14167,6775,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),120252,111545,--,--,--, 
 无形资产摊销(万元),4005,3732,--,--,--, 
 长期待摊费用摊销(万元),96,96,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-215,86,--,--,--, 
 固定资产报废损失(万元),28,--,--,--,--, 
 公允价值变动损失(万元),-156,1437,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),5395,-269,--,--,--, 
 投资损失(万元),10498,465,--,--,--, 
 递延所得税资产减少(万元),129,-433,--,--,--, 
 递延所得税负债增加(万元),6291,7719,--,--,--, 
 存货的减少(万元),232,-698,--,--,--, 
 经营性应收项目的减少(万元),-3927,-9170,--,--,--, 
 经营性应付项目的增加(万元),-19902,-3543,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),211440,189922,--,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),260968,194799,147889,78798,163493, 
 现金的期初余额(万元),194799,147889,78798,163493,106061, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),66169,46910,69092,-84695,57432, 

