 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),25862,53572,47559,48518,42209,42500,58382,57382,39638,27008,35356,89548,59330, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 收到的税费返还(万元),--,339,233,64,394,1495,3020,950,679,57,308,570,256, 
 收到的其他与经营活动有关的现金(万元),2742,216,465,672,653,109,591,262,175,55,1814,2520,6887, 
 经营活动现金流入小计(万元),28604,54128,48257,49254,43256,44104,61993,58595,40492,27120,37479,92638,66474, 
 购买商品、接受劳务支付的现金(万元),24306,39578,39425,38986,35637,34718,53483,50612,32476,20918,27451,72210,47605, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),3648,5400,5396,4733,4382,3860,3891,3417,3168,2604,2626,4055,2908, 
 支付的各项税费(万元),1058,1575,1213,1828,1874,1737,1182,1212,1400,1237,2266,2687,2024, 
 支付的其他与经营活动有关的现金(万元),2968,3963,4082,4360,5468,4283,5846,4949,4919,2582,3402,9426,4592, 
 经营活动现金流出小计(万元),31979,50516,50116,49907,47361,44599,64401,60190,41963,27340,35745,88378,57129, 
 经营活动产生的现金流量净额(万元),-3375,3612,-1859,-654,-4105,-495,-2409,-1595,-1471,-220,1734,4260,9345, 
 收回投资所收到的现金(万元),--,--,--,--,250,--,--,1909,2830,5304,0,103,25, 
 取得投资收益所收到的现金(万元),--,--,--,--,172,--,--,--,--,696,0,50,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,126,13,34,2339,2530,1400,104,2824,11031,248,1277,224, 
