 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),3364889,2720351,1866837,1294677,1023815,629162,482506,5721,--,0,--,11870,18991, 
 客户存款和同业存放款项净增加额(万元),-424235,4731502,-1007354,2019498,222140,979921,620587,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,-11721,11721,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,-12238,-6053,18291,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),-334984,17567,-156394,13851,20288,-86299,-16510,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),601692,470735,471567,577874,405230,334320,286658,--,--,0,--,0,0, 
 拆入资金净增加额(万元),20000,-10000,18000,-63000,20000,35000,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),-54090,-57049,91734,69848,132826,26796,--,--,--,0,--,0,0, 
 收到的税费返还(万元),--,--,--,--,--,89,1327,--,--,0,--,0,468, 
 收到的其他与经营活动有关的现金(万元),473021,244222,345411,453308,423033,103423,77022,4033,119330,1191,0,2421,1424, 
 经营活动现金流入小计(万元),3646293,8117328,1629801,4353820,2229558,2052424,1451590,9754,119330,1191,0,14291,20884, 
 购买商品、接受劳务支付的现金(万元),6489544,4073966,2698755,2185454,1451022,1057877,815218,3381,--,0,--,9551,14926, 
 客户贷款及垫款净增加额(万元),311544,743678,-330298,-138410,128966,305071,14818,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),78807,130609,-80290,-92918,-115581,111756,33313,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),131067,87069,81202,96103,60765,63282,55160,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),128488,129986,93393,96289,72047,58485,43930,1270,55,113,32,1503,2866, 
 支付的各项税费(万元),271410,153640,152439,170078,118236,99445,75432,46112,--,0,2,415,454, 
 支付的其他与经营活动有关的现金(万元),132589,304950,290530,101716,222466,203452,65938,3248,1453,516,86,2200,1625, 
 经营活动现金流出小计(万元),7543448,5623898,2905731,2418312,1937920,1899368,1103809,54010,1508,629,120,13670,19871, 
 经营活动产生的现金流量净额(万元),-3897156,2493429,-1275930,1935507,291638,153056,347780,-44256,117823,562,-120,621,1013, 
 收回投资所收到的现金(万元),5422863,2189853,3303487,995707,1122011,810938,458333,--,500,0,--,0,0, 
 取得投资收益所收到的现金(万元),160952,62913,215653,91767,40937,59062,20133,--,--,0,--,0,91, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),85639,15330,73,4459,4866,112,10930,116,--,0,--,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),23726,--,--,--,265,--,--,--,--,0,--,330,17, 
 收到的其他与投资活动有关的现金(万元),925,19502,9835,8096,6296,5971,73332,--,1450,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流入小计(万元),5694104,2287598,3529049,1100030,1174375,876083,562728,116,1950,0,--,330,108, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),197392,79330,34788,130466,73658,133033,43561,115,0,0,1,23,143, 
 投资所支付的现金(万元),7036096,2844360,3250825,1360969,1375682,1145974,649394,1397,--,0,500,0,500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),193696,--,25058,--,--,13586,--,--,--,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),1243,58649,66607,49200,18133,1530,--,--,--,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流出小计(万元),7428427,2982339,3377278,1540635,1467473,1294123,692955,1511,0,0,501,23,643, 
 投资活动产生的现金流量净额(万元),-1734323,-694741,151771,-440605,-293098,-418040,-130227,-1395,1950,0,-501,307,-534, 
 吸收投资收到的现金(万元),1057500,6284,--,137330,502933,48127,12680,--,--,0,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),1057500,6284,--,--,6000,48127,12680,--,--,0,--,0,0, 
 取得借款收到的现金(万元),6707514,6314331,4991729,4172602,2854023,2037364,1368709,--,--,0,--,0,0, 
 发行债券收到的现金(万元),4521434,1006381,115996,83212,49336,--,--,--,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),513319,353125,112802,175153,45500,540,--,--,--,0,6510,0,0, 
