 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),500723,423708,379146,339036,302464,245630,195720,176991, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2209,968,816,1036,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),25396,15119,15491,12881,10720,11300,12589,9782, 
 经营活动现金流入小计(万元),528329,439794,395453,352954,313183,256930,208309,186773, 
 购买商品、接受劳务支付的现金(万元),176496,142935,148172,135259,100663,80900,65126,63240, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),48424,44729,36256,32302,32102,27333,24686,23588, 
 支付的各项税费(万元),62747,58255,50082,42982,39304,36068,27984,26082, 
 支付的其他与经营活动有关的现金(万元),154041,137999,126820,129826,100792,83295,57783,48103, 
 经营活动现金流出小计(万元),441708,383917,361330,340370,272861,227596,175578,161013, 
 经营活动产生的现金流量净额(万元),86621,55877,34123,12584,40323,29334,32731,25760, 
 收回投资所收到的现金(万元),46454,400,200,40110,--,--,--,--, 
 取得投资收益所收到的现金(万元),1144,750,460,852,23,20,21,15, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2803,3331,56,71,88,36,195,25, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,3868,3318,5408,8911,1123,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),50401,4481,4584,44350,5519,8967,1339,40, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),32087,15688,15949,17732,19771,19444,11422,19910, 
 投资所支付的现金(万元),45400,--,26000,42868,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1629,4178,--,9611,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,67,--,209,--,102,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),79116,19867,42016,70211,19980,19444,11523,19910, 
 投资活动产生的现金流量净额(万元),-28715,-15386,-37432,-25860,-14461,-10477,-10184,-19870, 
 吸收投资收到的现金(万元),150,--,320,2176,126468,1,--,210, 
 其中：子公司吸收少数股东投资收到的现金(万元),150,--,320,2176,--,1,--,210, 
 取得借款收到的现金(万元),21634,21500,33000,19000,70100,60836,67400,71650, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,844,4272,1132,--,774,19,6832, 
 筹资活动现金流入小计(万元),21784,22344,37592,22308,196568,61611,67419,78692, 
 偿还债务支付的现金(万元),12026,44866,20326,79919,63976,64126,67195,51808, 
 分配股利、利润或偿付利息所支付的现金(万元),32168,12945,12521,8202,23101,21032,9345,14477, 
 其中：子公司支付给少数股东的股利、利润(万元),2215,2571,2463,1055,774,437,262,544, 
 支付其他与筹资活动有关的现金(万元),2751,4033,4300,6292,--,--,431,7967, 
 筹资活动现金流出小计(万元),46945,61844,37148,94414,87077,85158,76970,74252, 
 筹资活动产生的现金流量净额(万元),-25161,-39501,444,-72106,109491,-23547,-9551,4440, 
 汇率变动对现金及现金等价物的影响(万元),32,-40,39,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),32777,950,-2825,-85382,135353,-4690,12996,10330, 
 加:期初现金及现金等价物余额(万元),89779,88829,91654,177036,41683,46373,33377,23047, 
 期末现金及现金等价物余额(万元),122556,89779,88829,91654,177036,41683,46373,33377, 
 净利润(万元),60780,46986,33924,32752,33108,28253,24770,19896, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1113,578,1767,130,906,2276,531,111, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),12482,12648,12253,8551,6728,5993,5209,4279, 
 无形资产摊销(万元),1944,1784,1214,585,541,491,459,449, 
 长期待摊费用摊销(万元),124,78,38,21,44,10,7,6, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2553,-389,90,128,-27,41,-29,-17, 
 固定资产报废损失(万元),66,91,--,--,--,--,1,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),888,1613,1144,1846,3339,3878,4157,3429, 
 投资损失(万元),-1048,-750,-460,-852,-23,-20,-21,-15, 
 递延所得税资产减少(万元),-203,-1958,-1786,-444,-929,216,-216,530, 
 递延所得税负债增加(万元),-737,-204,-423,-168,-16,-59,26,-17, 
 存货的减少(万元),-2008,-15010,-12071,-4333,-853,-1580,-4712,6265, 
 经营性应收项目的减少(万元),-7966,5558,-11749,-13332,6778,-9962,-16083,18098, 
 经营性应付项目的增加(万元),23739,4852,10182,-12297,-9275,-203,18630,-27253, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),86621,55877,34123,12584,40323,29334,32731,25760, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),122556,89779,88829,91654,177036,41683,46373,33377, 
 现金的期初余额(万元),89779,88829,91654,177036,41683,46373,33377,23047, 
 现金等价物的期末余额(万元),--,--,--,0,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),32777,950,-2825,-85382,135353,-4690,12996,10330, 

