 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),111305,106118,78258,66113,60576,55363,49377, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),2034,2043,1345,1413,1783,1397,1776, 
 收到的其他与经营活动有关的现金(万元),995,1201,1150,507,858,967,500, 
 经营活动现金流入小计(万元),114335,109363,80753,68032,63217,57727,51653, 
 购买商品、接受劳务支付的现金(万元),68919,65912,48383,42967,42438,37796,36777, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16395,14642,10281,8616,7289,6016,5242, 
 支付的各项税费(万元),5408,4874,3617,2273,1434,916,1015, 
 支付的其他与经营活动有关的现金(万元),9722,9422,6430,5631,4934,4480,3339, 
 经营活动现金流出小计(万元),100443,94851,68711,59488,56094,49208,46373, 
 经营活动产生的现金流量净额(万元),13891,14512,12042,8544,7122,8519,5280, 
 收回投资所收到的现金(万元),88823,16152,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),62,210,64,162,687,508,48, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,80,--,--,2418,724,11242, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),88885,16441,64,162,3105,1231,11290, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8575,6069,4265,2685,4571,3643,4227, 
 投资所支付的现金(万元),92970,32000,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,5126, 
 支付的其他与投资活动有关的现金(万元),--,--,80,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),101545,38069,4345,2685,4571,3643,9353, 
 投资活动产生的现金流量净额(万元),-12660,-21628,-4281,-2523,-1466,-2412,1937, 
 吸收投资收到的现金(万元),--,44184,--,--,--,--,1250, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,2930,13780,21090,27110,25690,18740, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),200,--,--,1641,--,--,13, 
 筹资活动现金流入小计(万元),200,47114,13780,22731,27110,25690,20003, 
 偿还债务支付的现金(万元),1030,10390,14640,24340,27100,24131,17770, 
 分配股利、利润或偿付利息所支付的现金(万元),5478,5937,2912,2688,4522,779,5205, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,19,--, 
 支付其他与筹资活动有关的现金(万元),30,1246,--,--,1476,4400,4656, 
 筹资活动现金流出小计(万元),6538,17574,17552,27028,33098,29310,27631, 
 筹资活动产生的现金流量净额(万元),-6338,29541,-3772,-4297,-5988,-3620,-7628, 
 汇率变动对现金及现金等价物的影响(万元),16,-298,280,344,34,-168,-20, 
 现金及现金等价物净增加额(万元),-5091,22127,4269,2069,-298,2320,-431, 
 加:期初现金及现金等价物余额(万元),33966,11839,7570,5501,5799,3479,3910, 
 期末现金及现金等价物余额(万元),28875,33966,11839,7570,5501,5799,3479, 
 净利润(万元),16752,17943,12288,6475,5499,3672,3899, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),347,510,334,176,-673,610,67, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2427,1949,1617,1538,1429,1234,888, 
 无形资产摊销(万元),67,65,64,64,61,57,57, 
 长期待摊费用摊销(万元),--,--,--,--,--,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),12,-80,36,63,-339,93,-12, 
 固定资产报废损失(万元),19,53,--,--,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),13,573,116,326,987,930,687, 
 投资损失(万元),-824,-148,--,--,--,0,0, 
 递延所得税资产减少(万元),54,-206,145,-189,-27,-114,-29, 
 递延所得税负债增加(万元),--,--,--,--,--,0,0, 
 存货的减少(万元),-2816,-1269,-2676,185,-1445,-142,-924, 
 经营性应收项目的减少(万元),-1839,-12116,-2820,-2980,-352,579,1269, 
 经营性应付项目的增加(万元),-439,7302,3002,2950,1208,1664,-622, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),119,-65,-64,-64,776,-64,0, 
 经营活动产生现金流量净额(万元),13891,14512,12042,8544,7122,8519,5280, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),28875,33966,11839,7570,5501,5799,3479, 
 现金的期初余额(万元),33966,11839,7570,5501,5799,3479,3910, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5091,22127,4269,2069,-298,2320,-431, 

