 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),395723,270324,212899,155206,189122,168538,108567,81758,149232,120684,122293,60011, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到的税费返还(万元),1043,872,388,328,224,513,5,327,9,83,302,67, 
 收到的其他与经营活动有关的现金(万元),42262,56915,31288,52456,18858,8012,4309,5948,9711,2057,3775,2376, 
 经营活动现金流入小计(万元),439028,328111,244575,207990,208204,177062,112881,88033,158952,122824,126370,62455, 
 购买商品、接受劳务支付的现金(万元),251445,212825,129504,89597,124006,137327,109618,100166,157098,91360,113363,60029, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 支付给职工以及为职工支付的现金(万元),56389,48362,26210,18037,15749,14679,8505,4313,2885,1884,1229,577, 
 支付的各项税费(万元),22891,23362,15610,14689,11711,12317,7663,4057,4873,3193,1840,715, 
 支付的其他与经营活动有关的现金(万元),85501,59356,29890,35830,21287,12600,6408,6159,7264,13785,4797,2294, 
 经营活动现金流出小计(万元),416226,343905,201213,158153,172752,176923,132194,114695,172120,110222,121229,63616, 
 经营活动产生的现金流量净额(万元),22802,-15794,43362,49837,35452,140,-19313,-26662,-13168,12602,5141,-1161, 
 收回投资所收到的现金(万元),5000,800,--,--,--,--,--,--,--,0,0,--, 
 取得投资收益所收到的现金(万元),6946,--,67,39,39,26,150,--,--,0,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1869,226,2491,3614,1392,190,59,118,103,26,0,177, 
 处置子公司及其他营业单位收到的现金净额(万元),--,18633,273,--,--,--,--,--,--,0,0,--, 
 收到的其他与投资活动有关的现金(万元),329939,--,53524,--,203,119,86,--,--,0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 投资活动现金流入小计(万元),343754,19659,56356,3653,1635,335,296,118,103,26,0,177, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18339,13990,10916,13327,4857,10162,7919,15033,3316,699,1506,574, 
 投资所支付的现金(万元),16090,27175,120,200,--,--,--,--,--,0,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,47,--,10522,--,3658,9113,1390,--,3884,9000,--, 
 支付的其他与投资活动有关的现金(万元),321767,--,--,--,--,119,--,--,--,0,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 投资活动现金流出小计(万元),356197,41212,11036,24049,4857,13940,17033,16423,3316,4583,10506,574, 
 投资活动产生的现金流量净额(万元),-12443,-21552,45320,-20396,-3223,-13604,-16737,-16306,-3212,-4557,-10506,-396, 
 吸收投资收到的现金(万元),80,--,183530,--,--,1464,--,94007,--,0,1500,241, 
 其中：子公司吸收少数股东投资收到的现金(万元),80,--,--,--,--,120,--,--,--,0,0,123, 
 取得借款收到的现金(万元),29050,41408,28071,82952,90150,104000,74444,30771,90060,31956,22950,6061, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--, 
 收到其他与筹资活动有关的现金(万元),5460,836,--,--,--,--,--,--,--,0,0,--, 
 筹资活动现金流入小计(万元),34590,42244,211601,82952,90150,105464,74444,124778,90060,31956,24450,6302, 
 偿还债务支付的现金(万元),23995,19206,41291,108619,113350,80950,72643,45570,67966,40968,12561,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),8724,5433,6348,5780,6052,5915,2232,3964,1254,1237,1093,263, 
