 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),173535,176450,153950,125315,112948,98675,70613, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),2942,2560,1069,577,526,753,195, 
 收到的其他与经营活动有关的现金(万元),988,733,634,531,577,415,1120, 
 经营活动现金流入小计(万元),177466,179743,155653,126423,114051,99842,71928, 
 购买商品、接受劳务支付的现金(万元),150873,152721,128781,106863,94557,80126,60692, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15060,11933,9975,8969,7803,7476,7010, 
 支付的各项税费(万元),7197,7006,5426,3007,2760,3005,2475, 
 支付的其他与经营活动有关的现金(万元),7210,7922,6076,4921,4478,4629,3419, 
 经营活动现金流出小计(万元),180339,179584,150257,123759,109598,95236,73597, 
 经营活动产生的现金流量净额(万元),-2873,159,5396,2664,4453,4606,-1669, 
 收回投资所收到的现金(万元),144500,50000,45,34,--,--,--, 
 取得投资收益所收到的现金(万元),1582,344,1,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,9,2,1,11,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
