 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),57270,54706,47190,49937,43108,38163,30505,33608, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5142,4026,3591,4081,3016,3002,2212,3019, 
 收到的其他与经营活动有关的现金(万元),1400,1133,765,794,967,814,952,560, 
 经营活动现金流入小计(万元),63812,59865,51546,54812,47092,41979,33669,37188, 
 购买商品、接受劳务支付的现金(万元),39182,37404,31039,31130,32932,30319,22284,28190, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11458,9951,7934,7088,5578,4358,4153,2902, 
 支付的各项税费(万元),4986,4194,4262,4869,3071,3419,2532,1544, 
 支付的其他与经营活动有关的现金(万元),5359,4874,4160,4289,4488,3413,2500,2010, 
 经营活动现金流出小计(万元),60986,56423,47394,47376,46070,41508,31469,34645, 
 经营活动产生的现金流量净额(万元),2826,3442,4152,7437,1022,472,2200,2543, 
 收回投资所收到的现金(万元),64560,26102,--,467,404,863,89,673, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),87,109,7,14,51,127,77,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),40,--,--,--,--,--,--,20, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),64687,26210,7,481,455,990,166,698, 
